id,name,depth,time_slice,importance
1,sticki-price model,0,2006-2008,34.15134295829063
11,econom fluctuat,0,2006-2008,6.550929181332089
16,emerg market volatil,0,2006-2008,5.1271069680516135
24,dsge-model,0,2006-2008,3.8688250369475217
28,multicountri simul model,0,2006-2008,3.641737667020563
33,consum price datum,0,2006-2008,3.2867079813546516
34,inflat dynam,0,2006-2008,3.258108752498238
42,growth dynam,0,2006-2008,2.987057836174267
49,econom recoveri,0,2006-2008,2.542756322915487
51,cost-channel,0,2006-2008,2.504873718498543
64,sticki-inform,0,2006-2008,1.9256652305906685
72,dynam equilibrium economi,0,2006-2008,1.7863393784291373
77,monetari asset substitut,0,2006-2008,1.6908101410318255
80,bond premium puzzl,0,2006-2008,1.5995069104695934
85,inflat persist,0,2006-2008,1.53296735204185
89,news,0,2006-2008,1.489045860087055
92,dollar peg,0,2006-2008,1.4524576723072296
93,roosevelt,0,2006-2008,1.4484454593297276
97,credit channel of monetari polici,0,2006-2008,1.3746978549702495
102,automat model select,0,2006-2008,1.3515864008321399
110,habit persist,0,2006-2008,1.2636145174691502
116,us automobil industri,0,2006-2008,1.2317572159002768
131,inflat target(it),0,2006-2008,1.117640422822371
134,inflat uncertainti,0,2006-2008,1.1071712287341589
136,financi global,0,2006-2008,1.0909118392022383
142,dsge,0,2006-2008,1.0720794436352237
144,nccr,0,2006-2008,1.0676617414557787
147,retail sweep program,0,2006-2008,1.0492305569530977
160,chaotic interv,0,2006-2008,1.0176021487601712
162,stochast ration expect,0,2006-2008,1.0143932944226226
164,nixon,0,2006-2008,1.0047753139951106
178,credit channel,0,2006-2008,0.9611616088385158
0,riski steadi-state,1,2009-2011,51.82044479743104
4,natur expect,1,2009-2011,17.558052586874044
5,overborrow,1,2009-2011,13.083148211517543
21,news shock,1,2009-2011,4.123170098606251
23,great moder,1,2009-2011,3.8855559989078503
29,trend inflat,1,2009-2011,3.49759197132279
31,real-busi cycl,1,2009-2011,3.3488041130468065
36,disaster,1,2009-2011,3.212206796550376
37,sudden stop,1,2009-2011,3.2007218650279943
41,busi-cycl,1,2009-2011,2.9904160544748337
43,sticki-inform,1,2009-2011,2.9583923492794346
50,cost-channel,1,2009-2011,2.504873718498543
53,social valu of public inform,1,2009-2011,2.3729117678190876
54,new-keynesian phillip curv,1,2009-2011,2.364186240067836
57,inflat dynam,1,2009-2011,2.300299152544911
59,input-output interact,1,2009-2011,2.253245961648564
62,nkpc,1,2009-2011,2.0975690727087395
81,oper twist,1,2009-2011,1.5972198380879288
82,govern purchas,1,2009-2011,1.5423597789301475
87,capit flow manag,1,2009-2011,1.5008433836491404
91,multifract analysi,1,2009-2011,1.4524576723072296
95,sticki-price,1,2009-2011,1.4020646751112806
100,restaur price,1,2009-2011,1.372515393510023
104,dsge-model,1,2009-2011,1.3139333217150087
105,tragedi,1,2009-2011,1.3117887962072892
109,capit control,1,2009-2011,1.276983044516565
114,monetari non-neutral,1,2009-2011,1.232536896169776
115,survey expect,1,2009-2011,1.2317572159002768
119,intern financi architectur,1,2009-2011,1.216008876147924
125,unconvent monetari polici measur,1,2009-2011,1.1601780284811312
129,sticki-price model,1,2009-2011,1.1283528248805887
130,inflat target(it),1,2009-2011,1.117640422822371
133,inflat uncertainti,1,2009-2011,1.1071712287341589
135,market spillov,1,2009-2011,1.0936008040333047
140,welfar cost of inflat,1,2009-2011,1.0760456839306343
146,govern spend multipli,1,2009-2011,1.0612314536558778
151,factor demand linkag,1,2009-2011,1.0314154049799766
152,capit surg,1,2009-2011,1.0292136727822085
153,delay overshoot,1,2009-2011,1.0282155730550522
156,var-analysi,1,2009-2011,1.0202438896994854
161,taylor project,1,2009-2011,1.0154273134004381
165,sector co-movement,1,2009-2011,1.0019096778973862
175,timeless perspect,1,2009-2011,0.9647774518995209
181,macroeconom fluctuat,1,2009-2011,0.9510178912553884
182,monetari polici,1,2009-2011,0.9460494924938169
