name,depth,importance,id,new_depth,depth_name
megan's law,0,31.58719118058812,2,0,2006-2008
crime risk,0,14.22180728809048,4,0,2006-2008
properti valu,0,9.143393778207493,7,0,2006-2008
mega-citi-region,0,7.353521569973542,8,0,2006-2008
advanc produc servic,0,5.22758242363085,13,0,2006-2008
industri evolut,0,5.0649778444296745,14,0,2006-2008
new busi format,0,3.719551798897128,23,0,2006-2008
object 1 region,0,2.6928038896353286,35,0,2006-2008
unrel varieti,0,2.686883137256302,36,0,2006-2008
rent-price ratio,0,2.4527622364248254,43,0,2006-2008
jacob'extern,0,2.2226420575249297,50,0,2006-2008
nascent entrepreneurship,0,2.045708631597247,57,0,2006-2008
realtor,0,1.7236797410573232,65,0,2006-2008
real-estat agenc,0,1.537572316671994,71,0,2006-2008
new econom geographi(neg),0,1.2277365234070023,89,0,2006-2008
tif,0,1.224776275116258,91,0,2006-2008
central citi,0,1.2120954018135779,93,0,2006-2008
surplus monetari liquid,0,1.1730212077459392,97,0,2006-2008
sprawl,0,1.1473668105461385,102,0,2006-2008
catch-up strategi,0,1.117292419442613,107,0,2006-2008
local develop strategi,0,1.0707007452269952,121,0,2006-2008
open-space,0,1.0603158497954097,124,0,2006-2008
list contract,0,1.0001207397080525,131,0,2006-2008
intern patent applic,0,0.9892319279995111,133,0,2006-2008
new-firm format,0,0.9127626879972729,146,0,2006-2008
intern and extern r & d,0,0.8934883093192355,152,0,2006-2008
polycentr,0,0.8451907874064402,168,0,2006-2008
creativ class,0,0.7959387493471104,180,0,2006-2008
cluster evolut,0,0.7873953897241807,183,0,2006-2008
forc sale,1,55.66002099243704,0,1,2009-2011
cluster evolut,1,10.426758853661962,5,1,2009-2011
cluster life cycl,1,9.691070445351711,6,1,2009-2011
hous price,1,7.24279121834027,9,1,2009-2011
patent applic,1,6.054209772429186,11,1,2009-2011
technolog and innov,1,5.9567799790569795,12,1,2009-2011
relat varieti,1,4.011653325459174,18,1,2009-2011
econom complex,1,3.7952278293453725,20,1,2009-2011
evolutionari econom geographi,1,3.7759636218542942,21,1,2009-2011
platform polici,1,3.346493549063227,29,1,2009-2011
differenti knowledg basi,1,3.0513055465439707,32,1,2009-2011
gazell,1,2.669228444228389,37,1,2009-2011
new busi format,1,2.528089428343246,41,1,2009-2011
neg,1,2.435668330612969,44,1,2009-2011
sex offend,1,2.425569357659562,45,1,2009-2011
public fiscal transfer,1,2.1857706260963203,53,1,2009-2011
object 1 region,1,1.8338818452815615,61,1,2009-2011
urban-land use,1,1.5270300031092352,73,1,2009-2011
creativ class,1,1.4879424904717544,76,1,2009-2011
spin-off,1,1.466480597029414,78,1,2009-2011
seru seisan,1,1.3422558463866845,83,1,2009-2011
spread-backwash,1,1.2625255996066358,86,1,2009-2011
tif,1,1.224776275116258,90,1,2009-2011
rent-price ratio,1,1.1287538983585375,104,1,2009-2011
ofknowledg,1,1.1169614255230895,108,1,2009-2011
organ of r & d,1,1.0805360703530447,118,1,2009-2011
new-firm format,1,1.0704587544829927,122,1,2009-2011
open-space,1,1.0603158497954097,123,1,2009-2011
strateg disagr,1,1.0451728995889604,125,1,2009-2011
start-up,1,1.0337663040681624,127,1,2009-2011
hedon model,1,1.003326382155808,129,1,2009-2011
sudden oak death,1,0.9804559339192558,135,1,2009-2011
strateg coupl,1,0.961548055123864,137,1,2009-2011
percentag commiss contract,1,0.9604533415660149,138,1,2009-2011
geographi of innov,1,0.9340991297110449,143,1,2009-2011
scope of the firm,1,0.9159324693218227,145,1,2009-2011
street vise,1,0.899573176421727,149,1,2009-2011
region advantag,1,0.8769404645985975,154,1,2009-2011
transregion learn,1,0.8723312643519099,156,1,2009-2011
region resili,1,0.8670360375448629,162,1,2009-2011
academ patent,1,0.8497016152275225,167,1,2009-2011
creativ behavior,1,0.8316150352613153,170,1,2009-2011
new metropoli,1,0.8243415218358078,172,1,2009-2011
develop right,1,0.8204146992829836,174,1,2009-2011
citi and region,1,0.789899878340627,182,1,2009-2011
ofknowledg,2,32.59158178809468,1,2,2012-2014
place-base polici,2,6.1241287940537745,10,2,2012-2014
relat varieti,2,4.017752021134816,17,2,2012-2014
estat sale,2,3.513034125754519,24,2,2012-2014
function polycentr,2,3.4827089760741234,26,2,2012-2014
region scienc,2,3.393702433302287,27,2,2012-2014
central belgium,2,2.9963143620538726,33,2,2012-2014
postforeclosur,2,2.5732503955598123,39,2,2012-2014
foreclosur,2,2.401523508879006,47,2,2012-2014
transact link,2,2.3970514896430988,48,2,2012-2014
ajti,2,2.173870881648,54,2,2012-2014
hous price extern,2,2.1679392594836626,55,2,2012-2014
global navig satellit system(gnss),2,1.7129695744036104,66,2,2012-2014
residenti land use control,2,1.5270300031092352,72,2,2012-2014
dual agenc,2,1.524045267272614,74,2,2012-2014
creativ class,2,1.4879424904717544,75,2,2012-2014
foreclos hous,2,1.467385290292459,77,2,2012-2014
reo,2,1.4364997251010994,79,2,2012-2014
blockfac,2,1.4249192900598533,81,2,2012-2014
pprd,2,1.2625255996066358,85,2,2012-2014
nascent entrepreneurship,2,1.2447292977685382,87,2,2012-2014
lust,2,1.2434980240468367,88,2,2012-2014
institut qualiti of the busi environ,2,1.1535457598523284,100,2,2012-2014
hoa,2,1.1474196611201983,101,2,2012-2014
reshor,2,1.1250092548862352,105,2,2012-2014
transit to self-employ,2,1.1040130781372213,112,2,2012-2014
infil develop,2,1.0964632890660992,114,2,2012-2014
hgfs,2,0.9851993365763316,134,2,2012-2014
interst highway,2,0.9685294520955856,136,2,2012-2014
space-time impact,2,0.9406329953989881,141,2,2012-2014
manageri diseconomi,2,0.9159324693218227,144,2,2012-2014
foreclosur impact,2,0.9091442513238179,147,2,2012-2014
learn region,2,0.9076700862895033,148,2,2012-2014
