name,depth,importance,id,new_depth,depth_name
longev risk,0,11.386617651602977,2,0,2006-2008
wang transform,0,7.409729852615556,7,0,2006-2008
haezendonck-goovaert risk measur,0,3.6877117548812897,18,0,2006-2008
convex order,0,2.8556854618728362,22,0,2006-2008
comonoton,0,2.735591320968256,23,0,2006-2008
rank-linear util,0,2.2749909078214863,32,0,2006-2008
insur risk,0,1.9367354283412634,38,0,2006-2008
phase-type distribut,0,1.7643248265181057,44,0,2006-2008
distribut-invari risk measur,0,1.7535858507791955,45,0,2006-2008
convex stochast optim,0,1.7327061786697828,47,0,2006-2008
longev bond,0,1.6588949265019677,58,0,2006-2008
reload,0,1.628172660573707,61,0,2006-2008
adapt control strategi,0,1.6038969079211414,62,0,2006-2008
coher measur of risk,0,1.494038948363167,65,0,2006-2008
polici limit,0,1.4538092329333794,69,0,2006-2008
ruin probabl,0,1.198973379514661,79,0,2006-2008
constant interest forc,0,1.0891482843501337,84,0,2006-2008
locat-independ risk order,0,1.083905220732331,87,0,2006-2008
riski measur,0,1.0386605081324998,91,0,2006-2008
lbs,0,1.0235599608443724,94,0,2006-2008
repric,0,1.0080252101754532,95,0,2006-2008
esscher,0,1.000823671923328,96,0,2006-2008
integro-differenti equat,0,0.9945834555196134,98,0,2006-2008
orlicz norm,0,0.9857681704560503,99,0,2006-2008
gradient alloc principl,0,0.9536186943238897,103,0,2006-2008
dynam convex risk measur,0,0.9307852780161793,107,0,2006-2008
inf-convolut,0,0.9255997232882642,108,0,2006-2008
dividend-penalti ident,0,0.8977627843041707,113,0,2006-2008
stock loan,0,0.8972633876810755,114,0,2006-2008
market practic,0,0.8819745887277929,115,0,2006-2008
employe stock option plan,0,0.8818806022417321,116,0,2006-2008
capit market,0,0.8741862428137603,120,0,2006-2008
optim dividend barrier,0,0.8636250092910225,121,0,2006-2008
esscher-girsanov transform,0,0.8608517955331606,124,0,2006-2008
dynam risk measur,0,0.8546217305866788,125,0,2006-2008
reinsur,0,0.8516582800978368,126,0,2006-2008
weight risk capit alloc,0,0.8368717867574481,127,0,2006-2008
optim retent,0,0.793156046140706,136,0,2006-2008
general farli-gumbel-morgenstern copula,0,0.7904419709598274,138,0,2006-2008
stochast mortal,0,0.7801402599554554,140,0,2006-2008
sparr-andersen risk model,0,0.7797199459899249,142,0,2006-2008
total tail depend,0,0.7661494281170905,147,0,2006-2008
haezendonck risk measur,0,0.755838790019474,149,0,2006-2008
measur convex,0,0.7492199972054707,152,0,2006-2008
risk-share rule,0,0.7272189104411968,161,0,2006-2008
survivor swap,0,0.7266984235307747,162,0,2006-2008
premium load,0,0.7211782057813929,163,0,2006-2008
truncat stop loss,0,0.7129129259783314,166,0,2006-2008
util-base shortfal risk,0,0.7075235474015956,168,0,2006-2008
mortal reduct factor,0,0.7059942337087974,169,0,2006-2008
general class of risk model,0,0.6990789220070023,173,0,2006-2008
monetari util function,0,0.6873353734640022,178,0,2006-2008
drawdown,0,0.6762265402336648,186,0,2006-2008
upper comonoton,1,13.141614142967757,1,1,2009-2011
tail convex order,1,9.68263391074614,3,1,2009-2011
riski measur,1,7.741791726647477,6,1,2009-2011
condit default probabl,1,6.627942588071752,8,1,2009-2011
longev risk,1,5.794422133229894,10,1,2009-2011
risk-reward optim,1,5.368840457494409,11,1,2009-2011
esscher-girsanov transform,1,4.23665451984868,12,1,2009-2011
wang transform,1,3.7518288648781866,17,1,2009-2011
applic in financ,1,3.333566610914601,20,1,2009-2011
parisian exchang option,1,2.5746174311755965,26,1,2009-2011
comonoton,1,2.4779532707652714,27,1,2009-2011
haezendonck risk measur,1,2.476766115235117,28,1,2009-2011
dividend-penalti ident,1,2.4604667156021955,29,1,2009-2011
integr function,1,2.411361633303448,31,1,2009-2011
reflect brownian motion,1,2.2615183097741975,33,1,2009-2011
coher capit alloc,1,2.0603101960496817,35,1,2009-2011
law-invari,1,2.0551649656945634,36,1,2009-2011
korea nation pension,1,1.9396900043802947,37,1,2009-2011
joint surviv,1,1.814285104906025,42,1,2009-2011
rorac,1,1.7904904810813378,43,1,2009-2011
stock loan,1,1.6972526594951647,53,1,2009-2011
overlap set of prior,1,1.5280417095663097,63,1,2009-2011
collect absenc of arbitrag,1,1.5280417095663097,64,1,2009-2011
total claim distribut,1,1.4556933241096064,68,1,2009-2011
quasiconvex,1,1.4265184118701193,71,1,2009-2011
skorohod embed theorem,1,1.416668048462013,72,1,2009-2011
annuiti,1,1.3945901062552557,73,1,2009-2011
knp,1,1.2931266695868628,77,1,2009-2011
hit time,1,1.2247940479554733,78,1,2009-2011
regul market,1,1.1931130489930937,80,1,2009-2011
natur risk statist,1,1.1892380908023348,81,1,2009-2011
cash-subaddit,1,1.1373210345220546,82,1,2009-2011
recurs formula,1,1.0863028124703615,85,1,2009-2011
distort distribut,1,1.083905220732331,86,1,2009-2011
normal approxim,1,1.0481434649681363,89,1,2009-2011
threshold dividend strategi,1,0.9945834555196134,97,1,2009-2011
spectral represent,1,0.9700582771459494,101,1,2009-2011
subaddit,1,0.9557727633336558,102,1,2009-2011
stop-loss order,1,0.9230341561903627,109,1,2009-2011
conic market model,1,0.9207781554529703,110,1,2009-2011
coher risk measur,1,0.9020160852358067,111,1,2009-2011
rpcm,1,0.9015373913770509,112,1,2009-2011
mean valu premium principl,1,0.8777709717826756,117,1,2009-2011
infinit horizon discount cost,1,0.8759039209615663,118,1,2009-2011
reflect stochast differenti equat,1,0.8759039209615663,119,1,2009-2011
two-side jump,1,0.8626638013634067,122,1,2009-2011
number of claim until ruin,1,0.8303947285028075,128,1,2009-2011
multivari copula,1,0.7942457528490077,133,1,2009-2011
set-valu risk measur,1,0.7883138174563522,139,1,2009-2011
renew risk model,1,0.7797199459899249,141,1,2009-2011
cateput,1,0.7719695524828059,144,1,2009-2011
random variabl,1,0.7687634473961681,145,1,2009-2011
distort risk measur,1,0.7588122843924574,148,1,2009-2011
condit comonoton,1,0.7550742787913385,150,1,2009-2011
tranch,1,0.7501438828362762,151,1,2009-2011
convex risk measur,1,0.7423344871071538,155,1,2009-2011
ruin probabl,1,0.7387531206933577,157,1,2009-2011
law-invari util,1,0.7272189104411968,160,1,2009-2011
margin copula,1,0.6996033155048871,170,1,2009-2011
polici limit,1,0.6987349541420408,174,1,2009-2011
float strike price,1,0.6971889159982527,176,1,2009-2011
reinsur,1,0.6826648677174361,181,1,2009-2011
discret phase-type distribut,1,0.6780220140477442,184,1,2009-2011
haezendonck-goovaert risk measur,2,22.531788952779273,0,2,2012-2014
reflect brownian motion,2,8.830425734713854,5,2,2012-2014
hit time,2,4.13621905222584,13,2,2012-2014
young function,2,4.049973641129349,14,2,2012-2014
mortal correl,2,3.966518972863682,15,2,2012-2014
order-continu,2,2.668138503054789,24,2,2012-2014
spectral represent,2,2.6050019820862125,25,2,2012-2014
orlicz,2,2.1662089213986997,34,2,2012-2014
upper comonoton,2,1.8427286418584456,39,2,2012-2014
market with friction,2,1.8417339454201904,40,2,2012-2014
max-domain of attract,2,1.7125169302731136,48,2,2012-2014
law-invari,2,1.7081900657072588,50,2,2012-2014
good deal,2,1.7052573381556173,51,2,2012-2014
mean-valu principl,2,1.7037404581009905,52,2,2012-2014
two-side jump,2,1.6712925224286606,56,2,2012-2014
number of claim until ruin,2,1.6569757933119211,59,2,2012-2014
level premium rate,2,1.6376907245934738,60,2,2012-2014
expect area in red,2,1.4302203945527507,70,2,2012-2014
convex risk measur,2,1.3212104266641496,76,2,2012-2014
curv barrier,2,1.0372232398270906,93,2,2012-2014
bidimension renew risk model,2,0.9308418476713353,106,2,2012-2014
finit matur,2,0.8281833887596179,129,2,2012-2014
monoton convex function,2,0.8239758727581231,131,2,2012-2014
mortal depend,2,0.8204314083038354,132,2,2012-2014
spearman copula,2,0.7904419709598274,137,2,2012-2014
cateput,2,0.7719695524828059,143,2,2012-2014
patchwork construct,2,0.7661494281170905,146,2,2012-2014
tail convex order,2,0.7485855214020484,153,2,2012-2014
lebesgu properti,2,0.7469466906557457,154,2,2012-2014
comonoton,2,0.7279240013713052,159,2,2012-2014
premium principl,2,0.7129129259783314,165,2,2012-2014
erlang mixtur,2,0.6994376023054937,172,2,2012-2014
level initi capit,2,0.6873843891090605,177,2,2012-2014
lifeboat,2,0.6847116187584112,179,2,2012-2014
natur catastroph risk,2,0.6826648677174361,180,2,2012-2014
drawdown insur,2,0.6762265402336648,185,2,2012-2014
uncertain time-horizon,2,0.6752095941335184,188,2,2012-2014
quasiconvex risk statist,3,9.600794389419608,4,3,2015-2017
regulatori arbitrag,3,6.535896347561184,9,3,2015-2017
bidimension renew risk model,3,3.21896351153613,21,3,2015-2017
infinit horizon discount cost,3,1.6969434339952438,54,3,2015-2017
reflect stochast differenti equat,3,1.6969434339952438,55,3,2015-2017
dual util,3,1.6636712285943571,57,3,2015-2017
risk redistribut,3,1.3924121905382625,74,3,2015-2017
tcie,3,1.0654045831820915,88,3,2015-2017
haezendonck-goovaert risk measur,3,1.0467795630152423,90,3,2015-2017
cdfp,3,1.0372232398270906,92,3,2015-2017
cultur risk theori,3,0.9398193257649667,104,3,2015-2017
plural ration,3,0.9398193257649667,105,3,2015-2017
mortal depend,3,0.8612987837722786,123,3,2015-2017
integrodifferenti,3,0.8265810648091136,130,3,2015-2017
natur risk measur,3,0.793156046140706,135,3,2015-2017
cumul parisian ruin,3,0.7191352077676121,164,3,2015-2017
erlang mixtur,3,0.6994376023054937,171,3,2015-2017
parisian ruin,3,0.6782077512412711,183,3,2015-2017
time-consist strategi,3,0.6752095941335184,187,3,2015-2017
jtyk,4,3.922270535411366,16,4,2018-2020
c-properti,4,3.411891547531854,19,4,2018-2020
condit expectil,4,2.460393085732388,30,4,2018-2020
averag-inf-convolut,4,1.8258621970022952,41,4,2018-2020
rpcm,4,1.7531956714748878,46,4,2018-2020
multi-portfolio time consist,4,1.7090919729093224,49,4,2018-2020
stochast distort,4,1.4938490683538947,66,4,2018-2020
haezendonck-goovaert principl,4,1.4640341394028094,67,4,2018-2020
korti bond,4,1.3558541335493592,75,4,2018-2020
concentr profil,4,1.1059914244461713,83,4,2018-2020
phi-weak converg,4,0.9760227596018729,100,4,2018-2020
rang-valu-at-risk,4,0.7939069764273259,134,4,2018-2020
tax process,4,0.7387531206933577,156,4,2018-2020
bld,4,0.7349382428185339,158,4,2018-2020
ruin-base risk measur,4,0.7110851867851388,167,4,2018-2020
float strike price,4,0.6971889159982527,175,4,2018-2020
poissonian,4,0.6782077512412711,182,4,2018-2020
