id,name,depth,time_slice,importance
0,exclus deal,0,2006-2008,19.27026300097166
3,mix oligopoli,0,2006-2008,9.467978410331556
8,differenti mix oligopoli,0,2006-2008,6.302473087494111
12,movi,0,2006-2008,4.919710837075404
13,piraci,0,2006-2008,4.781312158758509
16,mix duopoli,0,2006-2008,4.456629256725755
20,cartel,0,2006-2008,3.4438152619475524
27,multihom,0,2006-2008,2.9088882012739585
32,partial privat,0,2006-2008,2.509694552864432
42,valu-base cost share,0,2006-2008,1.8786554606755006
43,medigap,0,2006-2008,1.860870740077913
47,advertis,0,2006-2008,1.7833615191358125
48,file-share,0,2006-2008,1.7615767259563573
50,part d,0,2006-2008,1.6917748634628558
55,slot fee,0,2006-2008,1.5964717860352486
62,public firm,0,2006-2008,1.4538092598198826
71,health plan choic,0,2006-2008,1.2644115303056003
75,wal-mart,0,2006-2008,1.2346774511040293
77,edgeworth cycl,0,2006-2008,1.2017529867111312
78,generic product,0,2006-2008,1.1978885236077241
79,privat firm,0,2006-2008,1.197567867520619
81,pseudo-generic,0,2006-2008,1.1801119720613051
83,fund hold,0,2006-2008,1.1248729088710412
85,slot allow,0,2006-2008,1.1178553391181063
86,endogen-time,0,2006-2008,1.1016084003279079
93,english nhs,0,2006-2008,1.0294076190375554
96,parallel trade,0,2006-2008,0.9743946879723592
97,premium elast,0,2006-2008,0.9592500544254016
98,parallel import,0,2006-2008,0.9438363149472742
100,price-match guarante,0,2006-2008,0.9430750515575501
104,congest-reduc invest,0,2006-2008,0.9413923009129418
118,maximum-revenu tariff,0,2006-2008,0.8393702895119314
124,overcharg,0,2006-2008,0.8312908586887575
130,exclus contract,0,2006-2008,0.8122542689632566
132,guarante renew,0,2006-2008,0.8116183639506499
134,pwl,0,2006-2008,0.8090846263340441
136,market share instabl,0,2006-2008,0.8035564612803456
138,merger simul,0,2006-2008,0.795293393017434
144,retail gasolin market,0,2006-2008,0.7820126554733406
147,report card,0,2006-2008,0.7794438749697679
148,antitrust,0,2006-2008,0.779430748552635
164,anti-copi invest,0,2006-2008,0.7322660929420124
168,piraci rate,0,2006-2008,0.7258032315344775
177,pps,0,2006-2008,0.7074706766535078
1,privat leadership,1,2009-2011,18.484282182758932
4,payment card network,1,2009-2011,9.441168519800167
6,proport fee,1,2009-2011,8.017347074146887
14,exclus contract,1,2009-2011,4.545860054245861
15,spillov advertis effect,1,2009-2011,4.5447011977180924
17,medicar part d,1,2009-2011,4.083222711370092
18,edgeworth cycl,1,2009-2011,3.714200404353667
23,pharmaceut price,1,2009-2011,3.2421199910902874
24,cartel,1,2009-2011,3.2040221177941213
25,wal-mart,1,2009-2011,3.1816058257608084
26,multi-product,1,2009-2011,3.1039774454327196
28,public leadership,1,2009-2011,2.6854830841434776
29,mix duopoli,1,2009-2011,2.671161357823574
30,storabl good,1,2009-2011,2.629598831761606
31,public firm,1,2009-2011,2.6109686729414046
34,copyright enforc,1,2009-2011,2.307113439363327
36,histori-base price,1,2009-2011,2.1975101073461114
37,inform advertis,1,2009-2011,2.1088920594725398
38,overcharg,1,2009-2011,2.0351197443964573
40,interchang fee,1,2009-2011,1.9714258674101683
46,bertrand duopoli,1,2009-2011,1.79416744079576
53,bundl of right,1,2009-2011,1.6717678779861966
57,antitrust effect,1,2009-2011,1.5568949392848277
65,market-share contract,1,2009-2011,1.3758035655554322
66,drm,1,2009-2011,1.3648027810919403
69,umbrella brand,1,2009-2011,1.3055873522547343
72,monopoli undersuppli,1,2009-2011,1.2574254497511759
84,slot allow,1,2009-2011,1.1178553391181063
88,piraci,1,2009-2011,1.0858372702448438
89,exclus deal,1,2009-2011,1.0797196525381574
90,multipl entrant,1,2009-2011,1.072660519346072
91,report card,1,2009-2011,1.0489778340894038
95,hospit qualiti,1,2009-2011,0.9938162967331292
101,emr,1,2009-2011,0.9426895309704577
106,mix oligopoli,1,2009-2011,0.921289659443906
109,insur market,1,2009-2011,0.9012271499817943
110,maximum-revenu tariff,1,2009-2011,0.895263214409419
114,introductori offer,1,2009-2011,0.8681577745127167
116,ad valorem royalti,1,2009-2011,0.8396637411937076
119,tourist test,1,2009-2011,0.8387773505746022
125,content provid,1,2009-2011,0.8208034916010982
129,vertic differenti,1,2009-2011,0.8127783959967237
131,free-entri market,1,2009-2011,0.8118075833372058
133,pwl,1,2009-2011,0.8090846263340441
135,market leadership,1,2009-2011,0.8035564612803456
137,merger simul,1,2009-2011,0.795293393017434
139,state-own public enterpris,1,2009-2011,0.7950210132151863
141,electron medic record,1,2009-2011,0.7913749520855273
151,movi,1,2009-2011,0.7751782657249163
154,advertis spillov,1,2009-2011,0.764055930685317
171,forchheim,1,2009-2011,0.7157417538788783
172,dvd,1,2009-2011,0.7123648515023213
173,patent licens,1,2009-2011,0.7120363149804854
175,two-side market,1,2009-2011,0.7093045854285749
180,excis taxat,1,2009-2011,0.7038640543889516
2,advertis spillov,2,2012-2014,12.193066671415245
5,econom of health,2,2012-2014,8.598204876484337
7,interchang fee,2,2012-2014,7.009374788650325
9,english nhs,2,2012-2014,6.009237953658654
10,proport fee,2,2012-2014,5.404792921815526
21,medicar part d,2,2012-2014,3.388793882717935
33,payment network,2,2012-2014,2.4484595784212657
35,direct retail,2,2012-2014,2.2041303283361695
39,fix per-transact fee,2,2012-2014,1.9817371151559642
41,parallel trade,2,2012-2014,1.9182310029196334
45,foreign penetr,2,2012-2014,1.854800070220894
51,ringlead,2,2012-2014,1.6916178561542088
52,cowan,2,2012-2014,1.6722399446564413
61,invers demand curvatur,2,2012-2014,1.4892067617439615
63,privat polici,2,2012-2014,1.4406691415912578
64,qualiti commit,2,2012-2014,1.3973894964978448
67,bbpd,2,2012-2014,1.3200523710824932
68,umbrella brand,2,2012-2014,1.3055873522547343
74,mandatori univers distribut,2,2012-2014,1.2507004315070238
80,pseudo-generic,2,2012-2014,1.1801119720613051
82,walmart,2,2012-2014,1.153587187450509
87,health expenditur risk,2,2012-2014,1.0889107514194738
92,cross-ownership,2,2012-2014,1.034605183400215
99,pmgs,2,2012-2014,0.9430750515575501
105,social concern firm,2,2012-2014,0.9373984230968639
107,cost-benefit standard,2,2012-2014,0.9182357598405998
108,market-share discount,2,2012-2014,0.9088735040388775
115,buyer group,2,2012-2014,0.840430691029055
117,consum-friend initi,2,2012-2014,0.8393702895119314
123,mix oligopoli,2,2012-2014,0.8350379253932311
127,msrps,2,2012-2014,0.8151464194633661
140,costco,2,2012-2014,0.7933411872062699
145,privat leadership,2,2012-2014,0.7817642466049193
146,nhqi,2,2012-2014,0.7794438749697679
150,antitrust effect,2,2012-2014,0.7774641907321926
152,vphi,2,2012-2014,0.7719599886584393
153,click-through rate,2,2012-2014,0.7690234614598525
155,resid passeng,2,2012-2014,0.7612644685930045
156,posit auction,2,2012-2014,0.7596878462309969
157,vertic practic,2,2012-2014,0.7588274032316272
158,stream music,2,2012-2014,0.7558247610004107
160,sever of opportunist fraud,2,2012-2014,0.7553112166949462
162,public leadership,2,2012-2014,0.7443567412489817
163,mix duopoli,2,2012-2014,0.7355439471867808
166,tax on price,2,2012-2014,0.7288669708534642
169,ad-valorem tax,2,2012-2014,0.721238274339954
170,incumb competitor,2,2012-2014,0.7157417538788783
174,gasolin price cycl,2,2012-2014,0.7095923699972047
179,soju industri,2,2012-2014,0.7042779128874503
181,consum-friend firm,2,2012-2014,0.6979454788548887
19,releas gap,3,2015-2017,3.7026014859724024
44,renegoti breakdown,3,2015-2017,1.860016026343779
49,card accept,3,2015-2017,1.7521144632323031
58,ad valorem royalti,3,2015-2017,1.551700056174193
60,dynam resiz,3,2015-2017,1.5287113076908494
70,clinic guidanc,3,2015-2017,1.2910027045564187
94,station heterogen,3,2015-2017,1.0208423921719907
102,medium plural,3,2015-2017,0.9421581660942077
103,fms(flexibl manufactur system),3,2015-2017,0.9413923009129418
111,strumpf,3,2015-2017,0.8920878566145556
113,oberholz,3,2015-2017,0.8694888693418017
120,loyalti discount,3,2015-2017,0.8380042057041571
128,earlycut,3,2015-2017,0.8127783959967237
149,leadership competit,3,2015-2017,0.7780289896203862
159,sever of opportunist fraud,3,2015-2017,0.7553112166949462
