name,depth,importance,id,new_depth,depth_name
teacher perform pay,0,61.31497321465988,0,0,2006-2008
crimin justic system,0,12.535429485127935,3,0,2006-2008
unilater divorc law,0,11.429796317123152,4,0,2006-2008
prostitut,0,8.970306000311075,9,0,2006-2008
divorc rate,0,8.273732767905207,10,0,2006-2008
charter school,0,7.070535530993731,16,0,2006-2008
individu percept,0,3.656239700370362,38,0,2006-2008
teacher,0,2.4675092903305402,61,0,2006-2008
invalid instrument,0,2.403808159295796,64,0,2006-2008
teacher'perform,0,2.1129718063145693,74,0,2006-2008
adult literaci program,0,1.849321082292882,86,0,2006-2008
food engel curv,0,1.7872050547359446,88,0,2006-2008
unilater divorc,0,1.783369177673208,89,0,2006-2008
sex worker,0,1.681621253744169,96,0,2006-2008
child labor,0,1.550219769958095,101,0,2006-2008
class size,0,1.4776023623338546,106,0,2006-2008
simultan equat method,0,1.467978978246472,109,0,2006-2008
cash transfer,0,1.4394503953316389,117,0,2006-2008
unprotect sex,0,1.4327768307092992,118,0,2006-2008
uncondit cash transfer,0,1.4148793765734813,121,0,2006-2008
domest violenc,0,1.388957251569993,125,0,2006-2008
demand for sex,0,1.3720632028750326,129,0,2006-2008
height,0,1.3651400651606396,130,0,2006-2008
obes,0,1.346125851296044,133,0,2006-2008
sws,0,1.229229242580208,148,0,2006-2008
gay,0,1.1987490890793344,158,0,2006-2008
condit cash transfer(ccts),0,1.1482723048800505,166,0,2006-2008
gun polici,0,1.1422233219871893,170,0,2006-2008
cooper learn,0,1.131229222743893,175,0,2006-2008
youth servic,0,1.1274662839652108,177,0,2006-2008
undergradu econom,0,1.1148849256449505,183,0,2006-2008
marriag and divorc,0,1.1077730179256648,185,0,2006-2008
cannabi use,0,1.102552011703427,188,0,2006-2008
job corp,0,1.06062686168679,197,0,2006-2008
domest violenc,1,24.43406473880414,1,1,2009-2011
teacher,1,10.351376587312284,5,1,2009-2011
metastatist,1,7.553112166949461,13,1,2009-2011
reweight estim,1,7.474938636042168,14,1,2009-2011
malaria erad,1,7.192055270571772,15,1,2009-2011
prostitut,1,6.59148798502413,17,1,2009-2011
marriag and divorc,1,6.582260524759077,18,1,2009-2011
minimum legal drink age(mlda),1,6.375135886277299,19,1,2009-2011
teacher labor market,1,6.35720049848788,20,1,2009-2011
teacher salari,1,6.061325517711546,21,1,2009-2011
