name,depth,importance,id,new_depth,depth_name
momentum,0,8.627985429645587,6,0,2006-2008
impli volatil smirk,0,3.670775824155069,21,0,2006-2008
predatori trade,0,3.245988580619038,23,0,2006-2008
oil-price shock,0,2.3682936297179262,37,0,2006-2008
wasd,0,1.7819912282675108,53,0,2006-2008
momentum profit,0,1.4983406949393887,63,0,2006-2008
liquid premium,0,1.4199023112596778,65,0,2006-2008
stochast skew,0,1.2980128739117835,79,0,2006-2008
delist return,0,1.257819639825059,84,0,2006-2008
revenu surpris,0,1.2548535756165,87,0,2006-2008
market microstructur nois,0,1.196678731618109,95,0,2006-2008
idiosyncrat volatil,0,1.1666428700206513,102,0,2006-2008
semiparametr factor model,0,1.1572193072921817,106,0,2006-2008
oil-shock,0,1.0716204023053355,123,0,2006-2008
new crop futur,0,1.0538528491198225,126,0,2006-2008
realiz rang,0,1.0396873018497375,128,0,2006-2008
long-horizon return forecast,0,1.0394553722320332,129,0,2006-2008
crude oil market,1,19.87483501093627,3,1,2009-2011
oil-price shock,1,16.250328586447015,4,1,2009-2011
accept risk,1,7.223315597745602,7,1,2009-2011
foreign equiti option,1,5.299364641303146,10,1,2009-2011
demand and suppli side shock,1,4.913393470591599,13,1,2009-2011
svi,1,4.250520409770129,17,1,2009-2011
time revers,1,1.8989227824578927,50,1,2009-2011
momentum,1,1.5443432140316142,60,1,2009-2011
posit limit,1,1.4199023112596778,64,1,2009-2011
varianc risk-premium,1,1.4154767501980916,67,1,2009-2011
crude oil return,1,1.3100127815651441,76,1,2009-2011
heston,1,1.2352158617140439,89,1,2009-2011
microstructur nois,1,1.196678731618109,94,1,2009-2011
dividend growth,1,1.1933395885192308,97,1,2009-2011
coskew,1,1.1795230010227704,99,1,2009-2011
earn momentum,1,1.1776982821255921,100,1,2009-2011
liffey,1,1.1572193072921817,105,1,2009-2011
lotteri-type stock,1,1.1294542226589745,113,1,2009-2011
realiz volatil(rv),1,1.088236342230778,118,1,2009-2011
cojump,1,1.0387989995627134,131,1,2009-2011
specul asset,2,20.638372511623007,2,2,2012-2014
wasd,2,5.7833485928018895,8,2,2012-2014
oil-price shock,2,5.675511214679483,9,2,2012-2014
capit commit,2,5.237988762369941,11,2,2012-2014
svi,2,4.43616662904114,15,2,2012-2014
oil-price,2,4.400527801324595,16,2,2012-2014
dark pool,2,3.245988580619038,22,2,2012-2014
odd lot,2,2.552693783889699,31,2,2012-2014
oil-demand shock,2,2.482719529935962,34,2,2012-2014
order-split strategi,2,2.245994600077638,38,2,2012-2014
hfts,2,2.2369027998515945,40,2,2012-2014
roll impuls respons,2,2.1311040237561363,44,2,2012-2014
