id,name,depth,time_slice,importance
8,land titl,0,2006-2008,5.385940595010321
11,pes,0,2006-2008,4.5075552614504195
15,rural non-farm employ,0,2006-2008,3.3506746680964716
24,ihq,0,2006-2008,2.751181659690221
27,pseudo-panel approach,0,2006-2008,2.7040023987264967
28,dynam random util model,0,2006-2008,2.6336064687560254
29,spatial price dispers,0,2006-2008,2.607572114872144
33,index-base risk transfer product,0,2006-2008,2.406774172663652
35,payment for environment servic(pes),0,2006-2008,2.38351648661697
36,ethanol market,0,2006-2008,2.354653894912496
43,nerica,0,2006-2008,2.068861611831484
46,himalaya,0,2006-2008,2.0056576648353026
53,adopt and modif,0,2006-2008,1.884919550692413
56,rural transport,0,2006-2008,1.7828080156874369
64,micro-financ,0,2006-2008,1.5463095050588294
76,biofuel mandat,0,2006-2008,1.3720973333378064
79,individu habitat quota,0,2006-2008,1.3446321348291594
80,price transmiss,0,2006-2008,1.2623665218104199
82,optim harvest,0,2006-2008,1.2508852794755925
90,land-rental market,0,2006-2008,1.1895650702187395
92,cotton,0,2006-2008,1.188429407875741
94,deforest,0,2006-2008,1.183388433052968
95,multi-stakehold engag,0,2006-2008,1.1815881465023286
107,interdisciplinari environment polici,0,2006-2008,1.0775124547210846
108,villag organ,0,2006-2008,1.069751249269568
116,earn mobil,0,2006-2008,0.9951508021782263
120,irish dairi farm,0,2006-2008,0.9943273572475928
138,input subsidi program,0,2006-2008,0.9123764083444004
141,territori use right fisheri(turf),0,2006-2008,0.8964214232194397
142,essenti fish habitat,0,2006-2008,0.8964214232194397
143,conting loan,0,2006-2008,0.8952767586165329
147,futur analysi,0,2006-2008,0.8760279105896667
153,fisheri,0,2006-2008,0.8499406096392375
163,carbon sequestr,0,2006-2008,0.8334556815366739
169,collect action,0,2006-2008,0.8307978628288876
173,habitat conserv,0,2006-2008,0.8280297440330855
176,manur valu,0,2006-2008,0.822032598357417
179,livestock transfer,0,2006-2008,0.8166319339615781
181,milk quota,0,2006-2008,0.8053555379484304
194,sustain scienc,0,2006-2008,0.779045509274206
198,communiti forestri(cf),0,2006-2008,0.778855816114491
211,asset dynam,0,2006-2008,0.7500172520712753
218,intest success,0,2006-2008,0.7402898182403571
1,cellulos biofuel feedstock,1,2009-2011,20.600656551686846
3,milk quota reform,1,2009-2011,10.529655348990412
5,tenanc market,1,2009-2011,9.606019019164506
12,pes,1,2009-2011,4.470759415333863
14,bycatch,1,2009-2011,3.9026913773504206
17,food demand in china,1,2009-2011,3.2214988294505815
18,sugarcan ethanol,1,2009-2011,3.1885207999048206
19,product pattern,1,2009-2011,3.111688350979458
22,corn ethanol,1,2009-2011,2.9059221149468373
39,asset dynam,1,2009-2011,2.3393712283229084
40,cotton subsidi,1,2009-2011,2.283883722401847
45,villag organ,1,2009-2011,2.0188978762157834
49,capri,1,2009-2011,1.954650306746345
57,deforest,1,2009-2011,1.7596239509729517
59,inform credit,1,2009-2011,1.683073013950936
62,payment for environment servic(pes),1,2009-2011,1.6230178007342968
63,land alloc,1,2009-2011,1.6003903446938232
65,microfin,1,2009-2011,1.5379754070200533
67,weather-index insur,1,2009-2011,1.481956775775398
69,off-farm incom,1,2009-2011,1.4144224466742397
71,agro-food suppli chain,1,2009-2011,1.4022977449079046
75,biofuel mandat,1,2009-2011,1.3720973333378064
96,nerica,1,2009-2011,1.148318483725893
102,rural off-farm employ,1,2009-2011,1.083889824600197
103,blend mandat,1,2009-2011,1.0816100612524882
105,brm,1,2009-2011,1.079723832930292
109,micro financ institut,1,2009-2011,1.0511335747020718
111,high-yield varieti seed,1,2009-2011,1.048800211697394
