id,name,depth,time_slice,importance
0,consum bankruptci,0,2006-2008,23.51228896250447
1,fresh start,0,2006-2008,20.761867605183465
6,vacanc,0,2006-2008,9.616877124359942
8,micro-macro link,0,2006-2008,6.357527639267879
12,equilibrium unemploy rate,0,2006-2008,5.048564203060707
16,self-control problem,0,2006-2008,4.282005067135739
32,casework,0,2006-2008,2.7637316353520123
42,lifetim incom,0,2006-2008,2.401222535379188
44,flow approach,0,2006-2008,2.3517500286524293
46,intergener risk-share,0,2006-2008,2.3231064757618443
55,minimum wage(mw),0,2006-2008,2.0733754860400757
57,welfar cost of busi cycl,0,2006-2008,2.068372951207734
71,tax polici in develop countri,0,2006-2008,1.8132593451833232
74,tax-moral,0,2006-2008,1.7068226185808018
78,amsz,0,2006-2008,1.6241836500853115
80,hous stress,0,2006-2008,1.5850288752997557
88,intergener famili transfer,0,2006-2008,1.3689973337995633
90,worker realloc,0,2006-2008,1.2967409655650903
95,fund pension scheme,0,2006-2008,1.1466079326825935
102,long term care(ltc) insur,0,2006-2008,1.1117151819106041
103,statist treatment rule,0,2006-2008,1.0669818172032783
104,wage-bargain,0,2006-2008,1.063589655341826
109,bequest motiv,0,2006-2008,1.020273812294791
118,cyclic behavior,0,2006-2008,0.9192778462636865
122,market with search friction,0,2006-2008,0.9095296507657912
128,legal retir age,0,2006-2008,0.8768965828956578
137,paygo,0,2006-2008,0.8570706081570757
146,social insur,0,2006-2008,0.8299928751952812
152,consumpt inequ,0,2006-2008,0.820330862324179
158,cash flow criterion,0,2006-2008,0.8120918250426558
159,deaccumul,0,2006-2008,0.8120918250426558
2,financi educ,1,2009-2011,13.420049256387614
3,market with search friction,1,2009-2011,12.12195170270817
4,capitalist spirit,1,2009-2011,10.686477340008125
7,brazilian labor market,1,2009-2011,7.1644991239762525
9,dmp model,1,2009-2011,6.101635194901705
13,financi literaci,1,2009-2011,4.743411570059397
14,unemploy and vacanc,1,2009-2011,4.3151629578694735
17,unsecur credit,1,2009-2011,4.16477051993869
28,tax-moral,1,2009-2011,3.241549969909613
29,wia,1,2009-2011,3.0044235505426458
33,borrow limit,1,2009-2011,2.74659329126879
45,intergener risk-share,1,2009-2011,2.3231064757618443
48,person bankruptci,1,2009-2011,2.210064988155927
50,job-find rate,1,2009-2011,2.1335572575367405
51,unemploy inflow,1,2009-2011,2.124072535045054
52,estat taxat,1,2009-2011,2.1194015686398973
65,vintag effect,1,2009-2011,1.8915681231462507
70,bankruptci exempt,1,2009-2011,1.8286332011768478
72,fallaci,1,2009-2011,1.8028819206829985
79,household-debt,1,2009-2011,1.5850288752997557
83,on-the-job skill accumul,1,2009-2011,1.5288208475222256
91,employ-to-employ flow,1,2009-2011,1.2808066589067182
94,fund pension scheme,1,2009-2011,1.1466079326825935
97,fire tax,1,2009-2011,1.1345222852803205
98,exponenti-growth bias,1,2009-2011,1.122064680939714
105,job destruct,1,2009-2011,1.0601934855385489
110,earn loss,1,2009-2011,1.0011002463666965
114,minimum wage(mw),1,2009-2011,0.9570004474091434
115,mortensen,1,2009-2011,0.9371531585249534
121,sever payment,1,2009-2011,0.9095296507657912
124,margin tax rate,1,2009-2011,0.9084142907206416
126,inherit taxat,1,2009-2011,0.8809138977125176
129,lifetim inequ,1,2009-2011,0.8724016878569621
131,unretir,1,2009-2011,0.8687582774071143
133,labor-suppli elast,1,2009-2011,0.86750602867205
134,busi cycl cost,1,2009-2011,0.8669536955645327
135,job'and worker'flow,1,2009-2011,0.8620757027088056
136,paygo,1,2009-2011,0.8570706081570757
142,financi knowledg,1,2009-2011,0.8448501870907895
144,bequest,1,2009-2011,0.8364430446096244
145,macrojustic,1,2009-2011,0.8299928751952812
148,displac worker,1,2009-2011,0.8285462216666918
149,workforc invest act,1,2009-2011,0.8262899020126447
151,incom and consumpt inequ,1,2009-2011,0.820330862324179
155,overqualif,1,2009-2011,0.813837664688133
162,pissarid,1,2009-2011,0.8033185142090185
5,financi literaci,2,2012-2014,10.142572915013545
10,estat taxat,2,2012-2014,5.713485369827975
11,quantil estim on panel datum,2,2012-2014,5.379852902193495
15,financi knowledg,2,2012-2014,4.301639400848315
18,capitalist spirit,2,2012-2014,4.079958833749041
19,wealth exempt level,2,2012-2014,4.059448480236824
20,stock-flow match,2,2012-2014,4.038656281014546
21,njc,2,2012-2014,3.80954695905641
23,household financi decis,2,2012-2014,3.532729648930477
25,mccluer,2,2012-2014,3.382873733530686
35,social network experi,2,2012-2014,2.726759357829073
36,job referr,2,2012-2014,2.6762995214345215
40,job-to-job flow,2,2012-2014,2.5775476244718085
41,starr,2,2012-2014,2.5653307251429105
53,garnish,2,2012-2014,2.1043861544050757
54,jasay,2,2012-2014,2.0787520952562635
56,over-skill,2,2012-2014,2.0692516573624653
59,credit limit,2,2012-2014,1.9730234661537405
61,flexibl at the margin,2,2012-2014,1.9684688654494547
62,teach to save,2,2012-2014,1.9360188585847078
73,normat household financ,2,2012-2014,1.7804598597529928
85,direct prefer for wealth,2,2012-2014,1.5042650400624995
86,social and democraci,2,2012-2014,1.4792357232443925
89,wealth accumul,2,2012-2014,1.2979177423060773
96,labor market for older worker,2,2012-2014,1.1345222852803205
100,top tax rate,2,2012-2014,1.1141972268756042
101,partnership for long-term care,2,2012-2014,1.1117151819106041
113,ui,2,2012-2014,0.971152090152202
120,temporari agenc employ,2,2012-2014,0.919227060913988
127,legal retir age,2,2012-2014,0.8768965828956578
132,career length,2,2012-2014,0.86750602867205
139,employ situat report,2,2012-2014,0.8533889855714892
147,vacanc,2,2012-2014,0.8299651749723505
154,overskil,2,2012-2014,0.813837664688133
160,retir adequaci,2,2012-2014,0.8115467599118068
161,otj,2,2012-2014,0.8106497801318236
22,jasay,3,2015-2017,3.557987818500656
30,bank inform polici,3,2015-2017,2.9043446385062666
34,job referr,3,2015-2017,2.7307232054777058
37,nonref,3,2015-2017,2.6723356737858888
38,financi literaci,3,2015-2017,2.658641641071254
39,keyn'principl of effect demand,3,2015-2017,2.6277812357103967
43,colleg invest,3,2015-2017,2.386402762091019
47,homestead exempt,3,2015-2017,2.241259465765049
49,uncertain medic expens,3,2015-2017,2.1577605175793515
67,brillouin,3,2015-2017,1.8340415603742337
68,ehrenfest,3,2015-2017,1.8340415603742337
69,friction wage dispers,3,2015-2017,1.8296464680333884
75,bewley economi,3,2015-2017,1.6465006846566022
76,capit incom risk,3,2015-2017,1.6465006846566022
