name,depth,importance,id,new_depth,depth_name
communiti-support agricultur(csa),0,43.948948533608004,0,0,2006-2008
cost-effect threshold,0,16.16016105565298,1,0,2006-2008
fish market,0,12.055307631281337,2,0,2006-2008
pacif bluefin tuna,0,4.445473092033478,8,0,2006-2008
valu of a statist life(vsl),0,3.5756041304409916,15,0,2006-2008
health-care analyz,0,3.0010720186095474,22,0,2006-2008
health-care servic research,0,3.0010720186095474,23,0,2006-2008
benefit-transfer,0,2.721805635365393,31,0,2006-2008
experiment auction,0,2.713277896872072,33,0,2006-2008
ibdq,0,2.6145233682263447,35,0,2006-2008
health econom guidelin,0,2.569333911150077,36,0,2006-2008
tilapia,0,2.2120896981198435,43,0,2006-2008
tsukiji,0,1.9052027537286336,54,0,2006-2008
hypothet bias,0,1.8453069125115245,56,0,2006-2008
start-point bias,0,1.6847921187186274,61,0,2006-2008
bioko,0,1.6263925946463942,66,0,2006-2008
nutrit label,0,1.5515536270097101,71,0,2006-2008
plastic-bag,0,1.436339024177262,74,0,2006-2008
mortal risk reduct,0,1.251544862311785,84,0,2006-2008
fulton,0,1.144266346377004,88,0,2006-2008
rheumatoid arthriti,0,1.109623422505492,90,0,2006-2008
access to treatment,0,1.1005710688732582,91,0,2006-2008
nice,0,1.0975662917108246,92,0,2006-2008
colobus,0,1.084261729764263,93,0,2006-2008
vsl,0,1.0145726633561492,101,0,2006-2008
irradi,0,1.0052830199383254,105,0,2006-2008
food assur,0,0.9872421591650172,107,0,2006-2008
nuclear-wast transport,0,0.957206727331753,109,0,2006-2008
certainti calibr,0,0.8950201047248477,119,0,2006-2008
risk valuat,0,0.8831543855655738,129,0,2006-2008
salmon,0,0.8674652131568021,133,0,2006-2008
choic-experi,0,0.8347174130417101,140,0,2006-2008
qol-aghda,0,0.8155087367301624,147,0,2006-2008
life year save,0,0.7655149131092476,158,0,2006-2008
bordeaux wine,0,0.7549745731498585,165,0,2006-2008
wine expertis,0,0.7419189066020553,177,0,2006-2008
state prefer(sp),0,0.7301920514881982,184,0,2006-2008
eco-label,0,0.7210211182827896,189,0,2006-2008
health econom evalu,0,0.6926553304364259,197,0,2006-2008
wine price,0,0.6796857264224901,208,0,2006-2008
health technolog assess(hta),1,5.6143054684355,6,1,2009-2011
farmer's market,1,4.426403078651125,9,1,2009-2011
experiment auction,1,4.417796407544223,10,1,2009-2011
terroir,1,4.4042986422270065,11,1,2009-2011
fish market,1,4.024692007542193,12,1,2009-2011
benefit-transfer,1,3.556523048407103,16,1,2009-2011
food habit,1,3.4514183111575223,17,1,2009-2011
infer valuat,1,2.9419532353768014,24,1,2009-2011
econom evalu,1,2.9152437490347105,26,1,2009-2011
bioko,1,2.906174110574531,27,1,2009-2011
vendor perform,1,2.830709535844114,29,1,2009-2011
respond uncertainti,1,2.8296897048187066,30,1,2009-2011
eq-5 d,1,2.7183417727692465,32,1,2009-2011
food valu,1,2.553794819687347,38,1,2009-2011
lbp,1,2.339978128861067,41,1,2009-2011
haq-di,1,2.21019449137875,44,1,2009-2011
fulton,1,2.044670667087958,49,1,2009-2011
indirect treatment comparison,1,1.9634683135494524,50,1,2009-2011
meat demand,1,1.9390240009624573,52,1,2009-2011
colobus,1,1.9374494070496877,53,1,2009-2011
outcom assess(health care),1,1.7230191609536387,58,1,2009-2011
sexual harass,1,1.680714136472809,62,1,2009-2011
qali,1,1.5634148640029597,68,1,2009-2011
fresh tomato,1,1.486644352609142,72,1,2009-2011
pauillac,1,1.4346602995723488,75,1,2009-2011
health-care decis,1,1.2583036390748736,83,1,2009-2011
hypothet bias,1,1.1514703602408676,87,1,2009-2011
vsl,1,1.1209531773493526,89,1,2009-2011
whiskey,1,1.0347557282562898,97,1,2009-2011
stratifi cost-effect analysi,1,1.0091438500621066,102,1,2009-2011
non-hypothet choic experi,1,1.0056782446006292,103,1,2009-2011
anim identif,1,0.9427564998688789,111,1,2009-2011
erg,1,0.9159198144358998,116,1,2009-2011
hta,1,0.9152797242379428,117,1,2009-2011
start-point bias,1,0.9000909571908509,118,1,2009-2011
network meta-analysi,1,0.8943703838510036,120,1,2009-2011
perform art,1,0.8885844712810202,127,1,2009-2011
ignor attribut,1,0.8779923246149742,130,1,2009-2011
cartilag,1,0.8713059599091741,131,1,2009-2011
nutrit label use,1,0.8702727072997186,132,1,2009-2011
person medicin,1,0.8663156217445168,135,1,2009-2011
qol-aghda,1,0.8155087367301624,146,1,2009-2011
bid design,1,0.7847011615277766,150,1,2009-2011
phenolog,1,0.7842352645407604,151,1,2009-2011
valu of a statist life(vsl),1,0.776382037603268,152,1,2009-2011
risedron,1,0.7722532776254497,154,1,2009-2011
alendron,1,0.7712088231975222,155,1,2009-2011
hydropon,1,0.7638808133666449,159,1,2009-2011
differenti discount,1,0.7574410739761334,164,1,2009-2011
rituximab,1,0.7534473328386234,168,1,2009-2011
cage-free,1,0.7515742963889822,170,1,2009-2011
payment-vehicl,1,0.7495160041045705,175,1,2009-2011
sustain seafood,1,0.7391123125882714,179,1,2009-2011
grapevin,1,0.7348262400381662,180,1,2009-2011
attribut nonattend(ana),1,0.7330682379251158,181,1,2009-2011
genet modifi(gm) food,1,0.7311189839078038,182,1,2009-2011
choic certainti,1,0.7291158637288493,186,1,2009-2011
unit-base price,1,0.7159976717950723,192,1,2009-2011
demand reveal,1,0.7122911519142668,193,1,2009-2011
salmon,1,0.6993947731298965,196,1,2009-2011
standard gambl,1,0.6894029525235064,201,1,2009-2011
canola oil,1,0.6817215764599286,205,1,2009-2011
nutrit inform,1,0.6812809197099914,206,1,2009-2011
prefer variabl,1,0.6772617400658224,211,1,2009-2011
earn particip reward,2,2.655582314628594,34,2,2012-2014
lym,2,2.1926936372829204,45,2,2012-2014
mussel,2,2.1860391257390384,46,2,2012-2014
indacaterol,2,2.08836958951289,47,2,2012-2014
honesti prime,2,2.0505895613930445,48,2,2012-2014
fact-c,2,1.8434399354386382,57,2,2012-2014
attribut nonattend(ana),2,1.61106056254009,67,2,2012-2014
csa,2,1.5544697761552566,70,2,2012-2014
