id,name,depth,time_slice,importance
1,borda winner,0,2006-2008,25.0422308998595
3,sophist player,0,2006-2008,15.565228499186924
4,condorcet,0,2006-2008,14.345383864273789
5,boston mechan,0,2006-2008,11.698937260783085
6,ordin effici welfar theorem,0,2006-2008,11.63883076191809
11,social choic function,0,2006-2008,8.101968799174559
14,sincer,0,2006-2008,6.241367979315706
19,(maskin) monoton,0,2006-2008,5.288257306173937
31,uniform payoff secur,0,2006-2008,4.021496841199667
38,gale-shapley,0,2006-2008,3.5752495403560194
42,coalit interv game,0,2006-2008,3.4155617519661163
48,f-just rule,0,2006-2008,2.8301217660288014
49,coalit-strategi-proof,0,2006-2008,2.820809425801439
50,judgment aggreg,0,2006-2008,2.785737174038812
61,secur implement,0,2006-2008,2.5121036856085137
64,three-grade rank,0,2006-2008,2.409903027314887
65,ordin effici,0,2006-2008,2.3736003396862673
68,random serial dictatorship,0,2006-2008,2.242519136786092
69,surject,0,2006-2008,2.046017553923425
73,constrain school choic,0,2006-2008,1.9788239568484656
75,minim manipul,0,2006-2008,1.9590602319461692
77,top trade cycl mechan,0,2006-2008,1.9028937579514085
83,top-trade cycl,0,2006-2008,1.7158694764327589
93,undomin set,0,2006-2008,1.6152739226714832
95,gale-shapley mechan,0,2006-2008,1.5879130177904675
96,minimum cost span tree problem,0,2006-2008,1.5814931186060208
109,order exchang contract,0,2006-2008,1.4817109992580284
112,strategi-proof,0,2006-2008,1.4558759291015337
116,jungl,0,2006-2008,1.4152945285470138
124,no-envi,0,2006-2008,1.341148718900295
126,median stabl match,0,2006-2008,1.310085591753507
132,gibbard-satterthwait theorem,0,2006-2008,1.2667051380097363
139,queue problem,0,2006-2008,1.2235262460983147
145,aggreg rule,0,2006-2008,1.1966743352800038
163,superdictatori,0,2006-2008,1.1475589859178452
164,competit wage,0,2006-2008,1.1448718373462625
166,dual serial cost-share rule,0,2006-2008,1.1415009479755072
186,exist of nash equilibrium,0,2006-2008,1.0828750782949002
190,exclud public good,0,2006-2008,1.0743359736421987
0,constrain school choic,1,2009-2011,101.15324726638801
9,circular domain,1,2009-2011,9.539843295601207
10,gibbard-satterthwait,1,2009-2011,9.21518120839831
17,boston mechan,1,2009-2011,5.857353984276621
26,infinit individu,1,2009-2011,4.211550990328673
28,dictatori domain,1,2009-2011,4.202356065681521
29,partial anonym,1,2009-2011,4.064034654823629
32,talmud,1,2009-2011,3.972868422621109
33,minimum cost span tree problem,1,2009-2011,3.961566276912664
34,ordin effici,1,2009-2011,3.94936096443182
36,conflict prefer,1,2009-2011,3.8203104753252712
47,discontinu game,1,2009-2011,2.833865462127699
52,probabilist serial mechan,1,2009-2011,2.7411978746165793
55,pareto effici nash equilibrium,1,2009-2011,2.7004109950454827
58,ps game,1,2009-2011,2.553191640479027
63,median stabl match,1,2009-2011,2.4549574290997693
76,social choic correspond,1,2009-2011,1.9043019062631472
81,weak-core,1,2009-2011,1.8232348481721787
85,game with upper bound,1,2009-2011,1.7077808759830582
86,truncat core,1,2009-2011,1.7077808759830582
92,yolk,1,2009-2011,1.6152739226714832
99,strategi-proof,1,2009-2011,1.5503531567471422
105,judgment aggreg,1,2009-2011,1.5158475167965713
111,manipul,1,2009-2011,1.4711892149305255
114,superaddit game,1,2009-2011,1.4177804639083968
120,best-respons equival,1,2009-2011,1.3595278868360616
123,merg-proof,1,2009-2011,1.3417280175573896
128,limit admiss,1,2009-2011,1.2991838082574387
131,premiss,1,2009-2011,1.2698896572422407
136,shapley-valu,1,2009-2011,1.2493254402314153
138,random serial dictatorship,1,2009-2011,1.2377015661188775
141,giffen behavior,1,2009-2011,1.2156372404674376
143,infinit game,1,2009-2011,1.2079202980554908
148,multi-choic game,1,2009-2011,1.1945584512105232
149,social choic rule,1,2009-2011,1.1926489647856147
151,non-interfer,1,2009-2011,1.1882640295464526
153,stabil index,1,2009-2011,1.1871482077981261
154,nonbossi,1,2009-2011,1.1836813672287412
159,condorcet,1,2009-2011,1.1677408636281437
160,secur implement,1,2009-2011,1.163383585631856
161,(group) strategi-proof,1,2009-2011,1.155223519985777
165,serial cost-share rule,1,2009-2011,1.1415009479755072
169,strict game,1,2009-2011,1.129523156881196
172,social decis problem,1,2009-2011,1.120471518234966
180,gibbard-satterthwait theorem,1,2009-2011,1.0994234314635092
182,local contract,1,2009-2011,1.0974538170082255
184,balanc cycl contribut properti,1,2009-2011,1.0872891378128364
191,two-step shapley valu,1,2009-2011,1.0724765327962873
192,(maskin) monoton,1,2009-2011,1.0667563891864351
193,score rule,1,2009-2011,1.0649118825241808
16,am-proof,2,2012-2014,6.018072124421165
20,equal surplus divis valu,2,2012-2014,5.058314500098177
23,essenti nash equilibrium,2,2012-2014,4.331917609902954
25,reinforc axiom,2,2012-2014,4.282946615439174
43,sd-effici,2,2012-2014,3.318628444006401
44,favor-higher-rank,2,2012-2014,3.2131565458733458
46,weak invari,2,2012-2014,2.8767365416980306
53,ordin fair,2,2012-2014,2.7166371032723506
54,weak truncat robust,2,2012-2014,2.7166371032723506
56,sd-envi-freeness,2,2012-2014,2.6229849354068127
59,weak group strategi-proof,2,2012-2014,2.519823826706906
66,non-bossi,2,2012-2014,2.288333679598656
67,ttc,2,2012-2014,2.2507112503477233
70,larg distribution game,2,2012-2014,2.0385817309164778
72,probabilist serial mechan,2,2012-2014,1.984698665530016
74,strategi-proof,2,2012-2014,1.9671797814216618
78,random social choic function,2,2012-2014,1.8916388562167918
87,match with contract,2,2012-2014,1.7041528303656166
88,nh,2,2012-2014,1.6995108891145738
89,usma,2,2012-2014,1.678096315990518
94,gale-shapley mechan,2,2012-2014,1.5879514081258175
97,constrain equal benefit rule,2,2012-2014,1.5640282769945855
98,boston mechan,2,2012-2014,1.5554699687751394
101,larg strateg game,2,2012-2014,1.5292720930613724
102,colleg admiss in china,2,2012-2014,1.5263103362268555
104,justifi envi,2,2012-2014,1.521444383715503
107,serial dictatorship mechan,2,2012-2014,1.499616568243623
110,cadet,2,2012-2014,1.4723644502814666
118,condit decis,2,2012-2014,1.408393120034673
119,prefer intens,2,2012-2014,1.3887746798106995
121,full implement in truth strategi,2,2012-2014,1.3487200999766578
133,airport problem,2,2012-2014,1.2660934890342157
137,aggreg gap minim,2,2012-2014,1.243412049730683
140,giffen behavior,2,2012-2014,1.2156372404674376
142,equal divis valu,2,2012-2014,1.2094478114549465
144,effici nash equilibrium,2,2012-2014,1.203567148812649
150,non-interfer,2,2012-2014,1.1882640295464526
152,stabil index,2,2012-2014,1.1871482077981261
156,match with constraint,2,2012-2014,1.1769330570557712
157,fair for neighbor,2,2012-2014,1.1768332646250552
158,extrem point character,2,2012-2014,1.1709432082455502
167,queue-effici,2,2012-2014,1.1367240062114323
168,minor reserv,2,2012-2014,1.1358678561457298
176,age-base prefer,2,2012-2014,1.1105250865466547
179,gibbard-satterthwait theorem,2,2012-2014,1.0994234314635092
181,local contract,2,2012-2014,1.0974538170082255
183,rural hospit theorem,2,2012-2014,1.0874800594057183
15,major correspond,3,2015-2017,6.123534017119098
18,minor reserv,3,2015-2017,5.5967901823762105
21,binari restrict domain,3,2015-2017,5.029761845884003
24,posit rule(simpl and sequenti),3,2015-2017,4.287573207853535
30,match with constraint,3,2015-2017,4.028242927192805
35,evaluationwis strategi-proof,3,2015-2017,3.8896064228352505
40,ianc,3,2015-2017,3.4546550630102892
51,resolut domain,3,2015-2017,2.783081103663344
60,bound respons,3,2015-2017,2.5176345716814055
62,mechan reason,3,2015-2017,2.4890510437172577
71,ex-ant fair,3,2015-2017,2.031863082888634
80,(weak) alpha-core,3,2015-2017,1.8403987799706587
82,resist line,3,2015-2017,1.7843049435848546
91,procedur egalitarian solut,3,2015-2017,1.6757445824941988
103,general median voter scheme,3,2015-2017,1.5234354418107385
113,condorcet consist,3,2015-2017,1.4209475632176123
117,weak independ decis,3,2015-2017,1.408393120034673
125,samr,3,2015-2017,1.3359637556976913
127,airstrip,3,2015-2017,1.3068880989547902
130,q-major,3,2015-2017,1.273981926473478
134,irreduc core,3,2015-2017,1.2619625515538369
146,kemeni set,3,2015-2017,1.1945770385017247
147,multicor,3,2015-2017,1.1945584512105232
155,outclass,3,2015-2017,1.1802882655907267
170,probabilist social choic,3,2015-2017,1.1280950683080102
173,merg-proof,3,2015-2017,1.1181106067528064
175,age-base prefer,3,2015-2017,1.1105250865466547
177,probabilist assign,3,2015-2017,1.104307665155097
178,just sequenc rule,3,2015-2017,1.103356192439311
189,ohseto,3,2015-2017,1.0743359736421987
2,cosin similar,4,2018-2020,16.06616096397235
7,pairwis-major-loser,4,2018-2020,10.720040731479445
8,chines parallel mechan,4,2018-2020,10.101977156290884
12,fair distribut of surplus,4,2018-2020,7.582396025227474
13,sequenti dichotom domain,4,2018-2020,7.082309139606284
22,match inequ,4,2018-2020,4.3372335551754935
27,match stabil,4,2018-2020,4.207763896812045
37,(weak) alpha-core,4,2018-2020,3.663633628142837
39,social-maxim nash equilibrium distribut,4,2018-2020,3.56785382397785
41,lone wolf theorem,4,2018-2020,3.45158404358653
45,coalit surplus desir,4,2018-2020,2.9508401161754105
57,symmetr balanc vcg rule,4,2018-2020,2.56467496499861
79,chines colleg admiss,4,2018-2020,1.86602510787836
84,size-depend discount,4,2018-2020,1.715442013991304
90,antidu,4,2018-2020,1.6757445824941988
100,immedi accept mechan,4,2018-2020,1.548561323381169
106,ettc,4,2018-2020,1.5156998983140164
108,sd-core from equal divis,4,2018-2020,1.4956985525745896
115,pareto-minim,4,2018-2020,1.4152945285470138
122,reassign-proof,4,2018-2020,1.3417280175573896
129,one-side prefer,4,2018-2020,1.2799540198110118
135,non-empti of the alpha-core,4,2018-2020,1.2587219494662532
162,equal surplus divis valu,4,2018-2020,1.154067222296355
171,sd-equal-divis-lower-bound,4,2018-2020,1.1217739144309422
174,obvious strategi-proof,4,2018-2020,1.1118131065934933
185,multiselv,4,2018-2020,1.0828750782949002
187,top-connected,4,2018-2020,1.0794985897088567
188,separator,4,2018-2020,1.075565835268522
