id,name,depth,time_slice,importance
0,london congest charg,0,2006-2008,158.06940972896484
1,airport congest price,0,2006-2008,18.58848562738389
6,airport,0,2006-2008,5.484805974881326
24,dual-till,0,2006-2008,2.5954874436419653
32,direct petrol price elast,0,2006-2008,2.2119828488923425
61,quantit histori,0,2006-2008,1.5284075541854245
73,singl-till,0,2006-2008,1.332743136150297
98,us airlin,0,2006-2008,1.1556489138021975
108,medium-and longer-distanc travel,0,2006-2008,1.1237067973226345
124,truck accid,0,2006-2008,1.037632158324812
152,flight cancel,0,2006-2008,0.9297717722512651
161,ship line,0,2006-2008,0.9050936192982245
166,airlin,0,2006-2008,0.8790889764009624
168,cruis for park,0,2006-2008,0.8732577789845368
2,us airlin,1,2009-2011,7.348987525944854
3,cordon toll,1,2009-2011,6.425825965751448
4,congest charg,1,2009-2011,5.97057537854435
5,road-price,1,2009-2011,5.965848648630454
7,airport,1,2009-2011,4.65002384472469
8,local transport polici,1,2009-2011,4.509351230978367
12,halifax,1,2009-2011,4.007401399736021
13,congest-price,1,2009-2011,3.9243210953023926
15,accept of road price,1,2009-2011,3.7774916985813087
16,direct petrol price elast,1,2009-2011,3.7403904030777673
21,toll motorway,1,2009-2011,2.87912234626051
22,toll,1,2009-2011,2.7402536328850635
28,slot auction,1,2009-2011,2.3074775822271856
31,drive restrict,1,2009-2011,2.215447638585612
33,cordon price,1,2009-2011,2.157630773819645
36,airport congest price,1,2009-2011,2.0629880067824753
38,dual-till,1,2009-2011,2.0513643550478924
39,motorway industri,1,2009-2011,2.029135700068094
48,traffic congest,1,2009-2011,1.805814773308009
50,cordon,1,2009-2011,1.708783764313153
52,carrier,1,2009-2011,1.6884842392109176
59,congest toll incid,1,2009-2011,1.546295179923932
60,peak-period fee,1,2009-2011,1.546295179923932
67,passeng,1,2009-2011,1.4353907225768159
69,airlin,1,2009-2011,1.3987709562715844
70,urban road price,1,2009-2011,1.3761003270663767
71,road transport extern,1,2009-2011,1.341155598814865
74,motorway,1,2009-2011,1.332267225459045
77,pari region,1,2009-2011,1.2865667211789742
79,passeng type,1,2009-2011,1.2646618017541142
80,citizen accept,1,2009-2011,1.261632383486237
82,public transport subsidi,1,2009-2011,1.2570868762867655
89,twin crisi,1,2009-2011,1.206754689840535
91,dri-port,1,2009-2011,1.2061978616064528
99,road,1,2009-2011,1.154878192528099
105,monocentr citi,1,2009-2011,1.142487131735728
110,driver heterogen,1,2009-2011,1.1034017699713157
112,airport congest,1,2009-2011,1.0882020973695845
114,traffic network,1,2009-2011,1.0736899037530563
119,transport disadvantag,1,2009-2011,1.0530105153454814
129,urban road transport,1,2009-2011,1.0167560108192892
131,phev,1,2009-2011,1.0065890238530253
133,margin extern cost,1,2009-2011,1.0046829349474429
137,traffic zone,1,2009-2011,0.9856020614336426
138,commut time,1,2009-2011,0.983370318468813
139,local public transport,1,2009-2011,0.9830084364618787
141,airport charg,1,2009-2011,0.9770475397194186
149,urban motorway,1,2009-2011,0.9454812096841447
155,urban commut,1,2009-2011,0.9256425755926002
156,slot trade,1,2009-2011,0.9244359224766789
158,singl-till,1,2009-2011,0.9069203067339544
162,low emiss zone,1,2009-2011,0.9005187149950759
167,park permit,1,2009-2011,0.8732577789845368
169,departur time,1,2009-2011,0.8699143255117473
170,toll system,1,2009-2011,0.862613729672133
9,public discours and accept,2,2012-2014,4.21442175744156
14,christma toy,2,2012-2014,3.842561014137893
23,airlin deregul,2,2012-2014,2.6467257943072613
25,airport,2,2012-2014,2.5139370700211416
27,mass transit,2,2012-2014,2.4066531544081626
30,lez,2,2012-2014,2.2865075613539063
34,freeway book polici,2,2012-2014,2.10721087872078
35,narrat polici,2,2012-2014,2.10721087872078
40,random-effect order logit,2,2012-2014,1.9646176613637347
41,pre-trip inform,2,2012-2014,1.9436042292648037
42,blood suppli shortag,2,2012-2014,1.9212805070689465
43,demand deadlin,2,2012-2014,1.9212805070689465
46,queu,2,2012-2014,1.8274394579358422
49,freeway,2,2012-2014,1.7682213140647038
51,hagerstrand,2,2012-2014,1.6969838666915111
53,time-vari toll,2,2012-2014,1.6543330096590172
54,walk and cycl,2,2012-2014,1.6484063380559437
56,traffic,2,2012-2014,1.5808356436644555
57,time and geographi,2,2012-2014,1.5720489638817412
62,alfr,2,2012-2014,1.5206284916957609
64,even commut,2,2012-2014,1.4669497569466778
65,congest,2,2012-2014,1.4553397742827048
66,park fee,2,2012-2014,1.4377907545271305
83,carshar,2,2012-2014,1.2370950858256544
86,pigouvian toll,2,2012-2014,1.2187410970052113
87,land fee,2,2012-2014,1.2100415500523192
88,urbanolog,2,2012-2014,1.206754689840535
90,dri-port,2,2012-2014,1.2061978616064528
95,ugb,2,2012-2014,1.1640456878053906
96,transport-socioeconom system,2,2012-2014,1.1561688007140563
97,travel demand manag polici(area-base congest price),2,2012-2014,1.1561688007140563
100,circumferenti,2,2012-2014,1.1543332374070732
102,kahn,2,2012-2014,1.1468953497386725
