id,name,depth,time_slice,importance
7,histori of financi econom,0,2006-2008,20.369286144668813
9,keyn,0,2006-2008,18.76594465277703
10,natur theolog,0,2006-2008,15.431097443469183
14,dismal scienc,0,2006-2008,13.826091669750673
16,haavelmo,0,2006-2008,12.98096589879233
24,statistician,0,2006-2008,11.321548593627565
34,francoi quesnay,0,2006-2008,8.327283232033333
43,radic theori,0,2006-2008,6.922335073843518
46,regulatori state,0,2006-2008,6.734432346488148
54,patinkin,0,2006-2008,5.985236246694311
55,sidgwick,0,2006-2008,5.972704072095545
56,histori of environment econom,0,2006-2008,5.805741563145958
63,socrat,0,2006-2008,5.334946217903973
65,bortkiewicz,0,2006-2008,5.180034632595394
66,econometrician,0,2006-2008,5.1225571308906375
70,ricardo,0,2006-2008,4.868573119566662
76,jen,0,2006-2008,4.6984534226641435
80,economist as expert,0,2006-2008,4.569422910301973
81,ragnar frisch,0,2006-2008,4.552552373361953
84,social evolut,0,2006-2008,4.413890337442333
86,richard cantillon,0,2006-2008,4.3188726522941
88,compar region,0,2006-2008,4.167371280480031
91,gustav de molinari,0,2006-2008,3.945252708999398
93,ipe,0,2006-2008,3.8626653507509716
95,physiocraci,0,2006-2008,3.8510826579807005
96,probabilist approach,0,2006-2008,3.8124625663973446
97,sismondi,0,2006-2008,3.8092457802380557
98,bunk,0,2006-2008,3.608273142100883
99,surveyor,0,2006-2008,3.4851849948386513
102,oral histori,0,2006-2008,3.3148344905855702
107,frank,0,2006-2008,3.1166972562828135
115,regim of accumul,0,2006-2008,2.7646967395929845
117,theori of valu and distribut,0,2006-2008,2.7121167463499516
120,michel foucault,0,2006-2008,2.7020778692164704
121,windischgratz,0,2006-2008,2.6990389911175074
122,multipli analysi,0,2006-2008,2.698332148362467
123,cambridg,0,2006-2008,2.697013429746166
125,classic liber,0,2006-2008,2.6535499684496555
127,world tourism organ,0,2006-2008,2.610702973391248
132,intern account standard board(iasb),0,2006-2008,2.6021859107111376
134,employ of last resort,0,2006-2008,2.6019973826402176
135,eu presid,0,2006-2008,2.5834666566569635
137,polanyi,0,2006-2008,2.56315001473719
138,heterodox econom,0,2006-2008,2.545597880805964
140,vienna,0,2006-2008,2.4531829083084022
142,consum sovereignti,0,2006-2008,2.4068841598498185
143,sraffa,0,2006-2008,2.3908147269277595
148,histor institut,0,2006-2008,2.3128870558206835
158,historiographi,0,2006-2008,2.170052204080224
161,global polit economi,0,2006-2008,2.110987285802449
166,adam smith,0,2006-2008,2.097419816969229
172,rest of the world,0,2006-2008,2.0182923121268455
174,tobin,0,2006-2008,2.007127126559099
180,menger,0,2006-2008,1.9932778845909018
186,veblen,0,2006-2008,1.9390015963360814
188,transnat privat regul,0,2006-2008,1.9316592340859724
195,dunoy,0,2006-2008,1.8790479328695517
201,bank for intern settlement rule,0,2006-2008,1.8352271632205053
0,legal develop,1,2009-2011,58.956619252311796
5,spitzenkandidaten,1,2009-2011,25.099705817563446
6,statistician,1,2009-2011,24.37903347001977
17,ragnar frisch,1,2009-2011,12.560633307850145
18,re-envis,1,2009-2011,12.132512415433537
22,celso furtado,1,2009-2011,11.714105093966289
23,econometrician,1,2009-2011,11.41253898165014
25,presid,1,2009-2011,11.23340244120866
26,solovia,1,2009-2011,11.154289177415691
30,dunoy,1,2009-2011,9.633546422107006
31,histori of environment econom,1,2009-2011,9.147951353118811
38,bunk,1,2009-2011,7.712143084964147
45,progressiv,1,2009-2011,6.820154976381807
48,real measur of exchang valu,1,2009-2011,6.489970472426684
49,jcms,1,2009-2011,6.449439625935877
51,econom and sociolog,1,2009-2011,6.218264797263696
58,frank,1,2009-2011,5.723342170702217
60,histori of recent econom,1,2009-2011,5.4725165786454735
62,tobin,1,2009-2011,5.359278521694077
67,cambridg,1,2009-2011,4.952656427023778
68,histor institut,1,2009-2011,4.943449459445567
69,eu presid,1,2009-2011,4.873579812932565
71,beelin,1,2009-2011,4.821126949639501
73,social reproduct,1,2009-2011,4.7216902591936964
75,jen,1,2009-2011,4.6984534226641435
77,keynesian revolut,1,2009-2011,4.64728033449209
79,hohfeld,1,2009-2011,4.586808894562075
85,antipositiv,1,2009-2011,4.3432627496104095
87,finanzwissenschaft,1,2009-2011,4.258929784278613
92,ipe,1,2009-2011,3.8626653507509716
100,histori of econometr,1,2009-2011,3.4765427260208757
104,academ freedom,1,2009-2011,3.275283992127957
105,panel-datum econometr,1,2009-2011,3.2511646634042246
106,j . r . common,1,2009-2011,3.124722913653837
109,abba,1,2009-2011,3.062328874995287
110,growth econom,1,2009-2011,3.0573962020486127
114,gold coast,1,2009-2011,2.7646967395929845
116,adam smith,1,2009-2011,2.740705399407639
124,groupthink,1,2009-2011,2.6535499684496555
129,veblen,1,2009-2011,2.6034711458777275
130,sustain integr,1,2009-2011,2.602292151693765
139,vienna,1,2009-2011,2.4531829083084022
141,consum sovereignti,1,2009-2011,2.4068841598498185
144,galileo,1,2009-2011,2.3564918932594705
146,ecolog destruct,1,2009-2011,2.3294768421545116
147,compar region,1,2009-2011,2.3271643856076443
149,earli year,1,2009-2011,2.308095787514603
152,neoliber capit,1,2009-2011,2.260441288718301
155,marx,1,2009-2011,2.2404420570032024
167,rhapsodi,1,2009-2011,2.077224179198079
171,rest of the world,1,2009-2011,2.0182923121268455
176,hawtrey,1,2009-2011,2.0013828694886384
184,alley,1,2009-2011,1.959646957438262
187,contemporari capit,1,2009-2011,1.9316592340859724
190,heterodox econom,1,2009-2011,1.9078032121532416
191,thorstein veblen,1,2009-2011,1.9066647696662564
193,de-growth,1,2009-2011,1.8933787769413133
197,theori of econom develop,1,2009-2011,1.8563474551735226
199,sbragia,1,2009-2011,1.8402068948723866
206,intellectu communiti,1,2009-2011,1.7806740441826576
1,legal develop,2,2012-2014,51.73427474041942
4,progressiv,2,2012-2014,25.85293246447147
8,histori of econom,2,2012-2014,19.9568563459541
11,solovia,2,2012-2014,14.600283360526378
12,jcms,2,2012-2014,14.410956468695527
15,pryme,2,2012-2014,12.98244846255394
20,dugald stewart,2,2012-2014,11.837290710630816
21,histori of recent econom,2,2012-2014,11.827806293193913
27,physiocraci,2,2012-2014,11.022900453339744
28,anti-semit,2,2012-2014,10.746607385307012
29,surveyor,2,2012-2014,9.97559664941691
35,piero sraffa,2,2012-2014,8.287521743166806
40,rhapsodi,2,2012-2014,7.197192076815138
44,heterodox econom,2,2012-2014,6.903831633666763
47,historiographi,2,2012-2014,6.674237518846722
52,growth econom,2,2012-2014,6.172244026714756
53,friedrich list,2,2012-2014,6.011249143477301
83,henri simon,2,2012-2014,4.484481992382868
94,veblen,2,2012-2014,3.8584982453116106
101,deism,2,2012-2014,3.4613175852942315
108,abba,2,2012-2014,3.062328874995287
113,whatev it take,2,2012-2014,3.00042034496248
119,corpor politi,2,2012-2014,2.7020778692164704
126,mit,2,2012-2014,2.6195340615466014
128,keynesian uncertainti,2,2012-2014,2.6075667246530334
131,financi servic regul,2,2012-2014,2.6021859107111376
133,jg,2,2012-2014,2.6019973826402176
136,new intern financi architectur,2,2012-2014,2.56315001473719
145,don patinkin,2,2012-2014,2.340711481800548
150,ecolog-econom,2,2012-2014,2.2811874995040164
151,crisi of econom,2,2012-2014,2.260441288718301
153,filoxeno,2,2012-2014,2.2405055237583955
157,scottish enlighten,2,2012-2014,2.184059356641403
159,celso furtado,2,2012-2014,2.1225761237045266
160,topo,2,2012-2014,2.1158143429901966
164,braverman,2,2012-2014,2.0998220892363824
165,emmanuil,2,2012-2014,2.0998220892363824
168,elyse,2,2012-2014,2.0531103940447095
170,edmond,2,2012-2014,2.0214483300319412
173,human natur,2,2012-2014,2.018180317648102
177,sraffa,2,2012-2014,1.9954443627062979
181,furtado,2,2012-2014,1.9906330988472964
183,cantillon,2,2012-2014,1.9623807590346294
192,de-growth,2,2012-2014,1.8933787769413133
198,prehistori,2,2012-2014,1.847941526706587
203,capit controversi,2,2012-2014,1.8094465864179965
204,disequilibrium theori,2,2012-2014,1.796583238187176
2,histori of recent econom,3,2015-2017,32.988778010642214
3,spitzenkandidaten,3,2015-2017,31.28958009713947
13,biodivers crisi,3,2015-2017,14.122062699978324
19,antipositiv,3,2015-2017,12.054794557826321
32,economist as expert,3,2015-2017,9.07455223254855
