id,name,depth,time_slice,importance
1,state visit,0,2006-2008,25.763058045113496
5,administr protect,0,2006-2008,6.310870279913454
8,embassi,0,2006-2008,5.22651763254494
15,export promot,0,2006-2008,3.1047315949131433
18,intra-firm trade,0,2006-2008,2.7403632007515086
19,prefer util,0,2006-2008,2.601496516955347
23,tariff reduct,0,2006-2008,2.0516447625498304
25,mnc,0,2006-2008,2.037050686756626
26,export credit guarante,0,2006-2008,2.036095655634872
27,eu import,0,2006-2008,2.006236115415769
34,export varieti,0,2006-2008,1.851701134647914
42,mncs,0,2006-2008,1.5838085076352963
48,special-base extern economi,0,2006-2008,1.4408753465583857
49,incom of countri,0,2006-2008,1.3927962900410735
54,distortionari polici,0,2006-2008,1.2504308060828795
56,nation treatment,0,2006-2008,1.2130595611059856
57,intern fragment of product,0,2006-2008,1.2004583744924135
58,multilater trade liber,0,2006-2008,1.1970418207218432
60,quid pro quo,0,2006-2008,1.145013970261211
62,high-technolog export,0,2006-2008,1.1271079626509664
81,world trade system,0,2006-2008,0.8779660823917791
85,trade and invest liber,0,2006-2008,0.8701339255761834
89,gatt,0,2006-2008,0.8361227420737865
91,world trade,0,2006-2008,0.8207739007535355
95,trade and invest,0,2006-2008,0.8094734442043794
98,japanes export,0,2006-2008,0.7956470318676323
105,offshor,0,2006-2008,0.7750400788535456
115,antidump(ad),0,2006-2008,0.6845794905470882
141,depress trade,0,2006-2008,0.6048475670402239
142,deflect trade,0,2006-2008,0.6048475670402239
145,just-in-time(jit),0,2006-2008,0.577696812278091
150,prefer eros,0,2006-2008,0.5681232554854203
151,multin corpor(mncs),0,2006-2008,0.5666417407375376
153,sanitari-phytosanitari,0,2006-2008,0.5535892986469846
159,food problem,0,2006-2008,0.5397157466634825
161,trade growth,0,2006-2008,0.5384149529642374
164,import demand elast,0,2006-2008,0.5335447414623652
168,liber of trade in servic,0,2006-2008,0.5253284677116605
174,technic progress and wage,0,2006-2008,0.5174228886297876
180,heterogen firm model,0,2006-2008,0.5039008976595898
185,preferenti trade agreement(ptas),0,2006-2008,0.48313580414710366
188,vintag technolog,0,2006-2008,0.4801799898738117
192,stumbl block,0,2006-2008,0.47145418169700354
194,unit factor product,0,2006-2008,0.47112599162284596
0,intra-industri foreign direct invest,1,2009-2011,64.47661499884181
2,great trade collaps,1,2009-2011,11.619892935275375
3,import refus,1,2009-2011,11.245492736124824
7,export promot institut,1,2009-2011,5.519305087011455
13,oversea visit,1,2009-2011,3.281845809275975
20,relat trade advantag,1,2009-2011,2.593254664533487
45,diplomat represent,1,2009-2011,1.497974546072698
59,small trade flow,1,2009-2011,1.1935603036130775
73,presidenti diplomaci,1,2009-2011,0.9691874450577944
82,brenton,1,2009-2011,0.8703662686289471
90,prusa,1,2009-2011,0.8219276477082079
99,varieti gain,1,2009-2011,0.7946882904880723
104,offshor strategi,1,2009-2011,0.7750400788535456
113,unit valu index,1,2009-2011,0.7045400928861456
117,inter-industri diversif,1,2009-2011,0.6844006339394625
118,itf,1,2009-2011,0.6789020296987753
135,post-product servic,1,2009-2011,0.6537962581250306
138,australian trade polici,1,2009-2011,0.6467147351521833
144,outsource,1,2009-2011,0.5882531478735258
147,export discoveri,1,2009-2011,0.5747605065555526
149,eu fta,1,2009-2011,0.5681232554854203
152,itf particip activ,1,2009-2011,0.5553635585385682
156,structur shortag of technic labor,1,2009-2011,0.546282191019912
162,valu-ad trade,1,2009-2011,0.5355323817648238
166,match econometr,1,2009-2011,0.5314972034278295
167,trade polici prefer,1,2009-2011,0.5253284677116605
170,asian miracl economi,1,2009-2011,0.5242067308070942
186,product churn,1,2009-2011,0.4822523376042892
187,cim-earth,1,2009-2011,0.4801799898738117
9,nonreciproc preferenti trade agreement,2,2012-2014,4.80925367760409
10,dalai lama,2,2012-2014,4.524835449358687
12,vwp,2,2012-2014,4.0905037621355715
16,nrptas,2,2012-2014,3.09564103641479
17,intern trade collaps,2,2012-2014,2.9810805329456014
21,prefer rent,2,2012-2014,2.3845574977493147
28,itf particip activ,2,2012-2014,1.9198926889716503
29,labor host region,2,2012-2014,1.8883584387426815
31,countri risk rate agenc,2,2012-2014,1.874635040123886
32,euromoney,2,2012-2014,1.874635040123886
33,extern capit depend,2,2012-2014,1.85726729998839
38,bergrstrand,2,2012-2014,1.720253330937213
39,intrafirrn,2,2012-2014,1.720253330937213
43,recipiendair,2,2012-2014,1.5638666644883752
50,chloramphenicol,2,2012-2014,1.3422644638426886
51,oligopoli in imperfect market,2,2012-2014,1.3173111092762442
64,rent destruct,2,2012-2014,1.1188062882545653
66,itf perform,2,2012-2014,1.0613004347812862
71,exit-entri diagram,2,2012-2014,0.9783818812438839
72,routin-bias technolog chang,2,2012-2014,0.9759146929914873
74,time vari unobserv heterogen,2,2012-2014,0.928633649994195
75,asian fragment,2,2012-2014,0.9239318516765089
78,cefta-2006,2,2012-2014,0.890389875919862
84,peia,2,2012-2014,0.8701339255761834
86,allemand,2,2012-2014,0.8452111741599023
88,frischian demand function,2,2012-2014,0.8374694680301537
92,face-to-face busi interact,2,2012-2014,0.8115485232712858
93,random growth specif,2,2012-2014,0.8115485232712858
94,temporari busi travel,2,2012-2014,0.8115485232712858
96,plurinational,2,2012-2014,0.7981725133813812
101,surpren,2,2012-2014,0.7819333322441876
102,mnesassum,2,2012-2014,0.7777741123918251
103,sharesonc,2,2012-2014,0.7777741123918251
106,cross-countri labor movement,2,2012-2014,0.7663832949135193
108,fragment theori,2,2012-2014,0.7456196278823946
109,export collaps,2,2012-2014,0.713664500973149
110,vax,2,2012-2014,0.7116622568788927
111,unfamiliar avoid,2,2012-2014,0.7098132676197237
114,noncrisi,2,2012-2014,0.6942097943188065
