name,depth,importance,id,new_depth,depth_name
econom fluctuat,0,6.676595455575845,3,0,2006-2008
dynam equilibrium economi,0,5.516768582690039,6,0,2006-2008
multicountri simul model,0,3.641737667020563,11,0,2006-2008
consum price datum,0,2.4686671838424212,17,0,2006-2008
sticki-price model,0,2.297202865027898,20,0,2006-2008
monetari asset substitut,0,1.6908101410318255,27,0,2006-2008
inflat dynam,0,1.6194496870570527,28,0,2006-2008
bond premium puzzl,0,1.5995069104695934,29,0,2006-2008
chaotic interv,0,1.5179059343216892,33,0,2006-2008
sovereign debt restructur,0,1.3777911333473403,37,0,2006-2008
credit channel of monetari polici,0,1.3746978549702495,39,0,2006-2008
nccr,0,1.0676617414557787,49,0,2006-2008
cost-channel,0,1.0504157898737585,50,0,2006-2008
emerg market volatil,0,1.0292136727822085,54,0,2006-2008
moniac,0,0.9239488755641995,67,0,2006-2008
encaj,0,0.8918577758486723,72,0,2006-2008
homoclin orbit,0,0.8581830822322747,75,0,2006-2008
deflationari expans,0,0.851760497422128,77,0,2006-2008
monetari polici autonomi,0,0.8178525687043167,81,0,2006-2008
instrument rule,0,0.769946149605964,84,0,2006-2008
us automobil industri,0,0.7606652655200569,86,0,2006-2008
trade imbal,0,0.7177822224684789,92,0,2006-2008
small european countri,0,0.656468292068488,96,0,2006-2008
fifth order,0,0.6327354245816301,102,0,2006-2008
optim combin weight,0,0.6252316379330467,105,0,2006-2008
chines exchang rate system reform,0,0.6124283263631488,108,0,2006-2008
new classic counter revolut,0,0.6049458040821032,110,0,2006-2008
inform financi sector,0,0.5137236007073716,126,0,2006-2008
bai-ng estim,0,0.5068373139851522,128,0,2006-2008
cowl commiss approach,0,0.4806781344047544,137,0,2006-2008
european monetari union(emu),0,0.4797470586796418,139,0,2006-2008
sequenc of liber,0,0.47155560267561336,140,0,2006-2008
capit control,0,0.46224953001839314,146,0,2006-2008
okun's law,0,0.4596793906784081,148,0,2006-2008
luca-uzawa model,0,0.45535474557345823,157,0,2006-2008
sustain of public debt,0,0.45237353874284036,162,0,2006-2008
mci rule,0,0.44729552071968404,167,0,2006-2008
news,0,0.4442617130256347,172,0,2006-2008
intertempor consumpt smooth,0,0.43735540622838825,175,0,2006-2008
extern posit,0,0.42130411439281923,179,0,2006-2008
constant-gain,0,0.4196183411729551,181,0,2006-2008
non-ricardian model,0,0.4101468460115119,185,0,2006-2008
co-break,0,0.409980890603387,187,0,2006-2008
currenc basket system,0,0.40828555090876584,188,0,2006-2008
macroeconoin,0,0.4049751433108125,194,0,2006-2008
refer cycl,0,0.40495585872509454,196,0,2006-2008
non-stationari hour,0,0.40169845764357504,201,0,2006-2008
datum-rich environ,0,0.397655599514559,207,0,2006-2008
riski steadi-state,1,20.936512810197303,0,1,2009-2011
natur expect,1,16.355502919756677,1,1,2009-2011
news shock,1,2.9749143318104534,13,1,2009-2011
global inflat,1,1.5365309873787565,30,1,2009-2011
market spillov,1,1.503819935045836,34,1,2009-2011
open-economi new keynesian phillip curv,1,1.2147904718660318,44,1,2009-2011
target predictor,1,1.035183024746902,51,1,2009-2011
capit surg,1,1.0292136727822085,53,1,2009-2011
currenc exposur,1,1.022766817997094,55,1,2009-2011
multifract analysi,1,1.0207138772719146,56,1,2009-2011
taylor project,1,1.0154273134004381,58,1,2009-2011
forecast breakdown,1,0.9500176536387674,61,1,2009-2011
global indeterminaci of equilibrium,1,0.9290550497723822,64,1,2009-2011
homoclin bifurc,1,0.9290550497723822,65,1,2009-2011
moniac,1,0.9239488755641995,66,1,2009-2011
credit realloc,1,0.9219414993996043,68,1,2009-2011
