name,depth,importance,id,new_depth,depth_name
natur theolog,0,13.274913975292446,0,0,2006-2008
dismal scienc,0,11.894175265423288,2,0,2006-2008
esthet labor,0,7.33560487818445,14,0,2006-2008
sidgwick,0,5.972704072095545,18,0,2006-2008
histori of environment econom,0,5.805741563145958,19,0,2006-2008
radic theori,0,5.4122735066297025,20,0,2006-2008
social evolut,0,4.762909100028376,21,0,2006-2008
marshallian tradit,0,4.628374408393979,23,0,2006-2008
economist as expert,0,4.569422910301973,26,0,2006-2008
regulatori state,0,4.103869942863264,27,0,2006-2008
gustav de molinari,0,3.945252708999398,31,0,2006-2008
michel foucault,0,3.8601112417378145,32,0,2006-2008
sismondi,0,3.8092457802380557,33,0,2006-2008
bunk,0,3.608273142100883,35,0,2006-2008
veblen,0,3.3734808133314544,38,0,2006-2008
richard cantillon,0,3.113935716092872,41,0,2006-2008
homo politicus,0,2.8567226103179233,43,0,2006-2008
religion and polit,0,2.8240741821224904,44,0,2006-2008
windischgratz,0,2.6990389911175074,48,0,2006-2008
employ of last resort,0,2.698181452631768,49,0,2006-2008
plutolog,0,2.5724091019746878,53,0,2006-2008
bank for intern settlement rule,0,1.8352271632205053,65,0,2006-2008
e . b . wilson,0,1.7092769526709228,71,0,2006-2008
thorstein veblen,0,1.6951769827499141,73,0,2006-2008
bortkiewicz,0,1.6224856194154897,76,0,2006-2008
conspicu wast,0,1.5986974499240987,78,0,2006-2008
nineteenth-centuri franc,0,1.5002640046263882,81,0,2006-2008
theolog,0,1.428484506581685,84,0,2006-2008
social catholic,0,1.4052222125766238,86,0,2006-2008
theori of valu and distribut,0,1.3817697242672187,91,0,2006-2008
innoc fraud,0,1.299746961152561,100,0,2006-2008
sraffa,0,1.2467570100621295,104,0,2006-2008
classic pragmat,0,1.2065192114548844,106,0,2006-2008
heterodoxi,0,1.0555526993861477,112,0,2006-2008
william edward hearn,0,0.9758747862760332,122,0,2006-2008
veblen-common,0,0.9319343658328717,123,0,2006-2008
amnesia,0,0.8604614095825092,132,0,2006-2008
heterodox econom,0,0.8202979408362866,134,0,2006-2008
social studi of scienc,0,0.807944516200772,136,0,2006-2008
real measur of exchang valu,0,0.7946822452699083,143,0,2006-2008
conspicu consumpt,0,0.7900101345045939,144,0,2006-2008
maker,0,0.7834983795459359,146,0,2006-2008
instrument valuat principl,0,0.7736589054479528,147,0,2006-2008
knight,0,0.7488244644940334,155,0,2006-2008
blog,0,0.7224481492804227,160,0,2006-2008
pragmat,0,0.706829795775272,165,0,2006-2008
capitalist economi,0,0.7017629617968613,167,0,2006-2008
cantillonian,0,0.6912446402788569,171,0,2006-2008
world intellectu properti organ(wipo),0,0.6888380666468356,174,0,2006-2008
institut,0,0.6858396291470255,176,0,2006-2008
hearn,0,0.68146858414016,178,0,2006-2008
tradit sexual divis of labor,0,0.6808146156806847,180,0,2006-2008
euroleg,0,0.6791175413265962,182,0,2006-2008
cambridg tradit,0,0.6768098443305656,184,0,2006-2008
biographi,0,0.6665322291428593,185,0,2006-2008
normat polit theori,0,0.6476800060916004,192,0,2006-2008
futur literaci,0,0.6252994773436101,196,0,2006-2008
frank knight,0,0.5870971121450523,207,0,2006-2008
disequilibrium macrodynam,0,0.5690223015704503,211,0,2006-2008
dewey,0,0.5585449372670603,216,0,2006-2008
histori of environment econom,1,9.147951353118811,7,1,2009-2011
bunk,1,8.495641464510083,8,1,2009-2011
dunoy,1,7.754498489237454,11,1,2009-2011
spitzenkandidaten,1,7.208938599146383,15,1,2009-2011
hohfeld,1,4.586808894562075,25,1,2009-2011
re-envis,1,4.033735871132748,29,1,2009-2011
social catholic,1,3.7201273337061034,34,1,2009-2011
solovia,1,3.4555805346398443,37,1,2009-2011
hawtrey,1,2.7906212706884856,45,1,2009-2011
pragmat utilitarian,1,2.588696300494735,51,1,2009-2011
plutolog,1,2.5724091019746878,52,1,2009-2011
galileo,1,2.3564918932594705,54,1,2009-2011
neo-kantian,1,2.1418364941423325,56,1,2009-2011
rhapsodi,1,2.077224179198079,62,1,2009-2011
histori of econometr,1,2.0382253351680073,63,1,2009-2011
amnesia,1,1.7923957754153808,67,1,2009-2011
job guarante,1,1.710374096630476,69,1,2009-2011
paul davidson,1,1.648558937179983,75,1,2009-2011
hirai,1,1.3978292622737245,87,1,2009-2011
mandler,1,1.3650770789310478,92,1,2009-2011
instrument valuat principl,1,1.3322038427150131,94,1,2009-2011
jacob marschak,1,1.3306640140072143,95,1,2009-2011
