name,depth,importance,id,new_depth,depth_name
spatial price dispers,0,3.8608429265390054,3,0,2006-2008
index-base risk transfer product,0,3.8172606492947447,4,0,2006-2008
irish dairi farm,0,2.293952333445927,9,0,2006-2008
ihq,0,2.2521347987487466,10,0,2006-2008
micro-financ,0,2.0113820464291625,13,0,2006-2008
dynam random util model,0,1.7162234639118845,17,0,2006-2008
interdisciplinari environment polici,0,1.5687459923564708,21,0,2006-2008
territori use right fisheri(turf),0,1.5029123270325222,24,0,2006-2008
individu habitat quota,0,1.3446321348291594,26,0,2006-2008
temperatur-humid index,0,1.2538512405486002,27,0,2006-2008
multi-stakehold engag,0,1.1815881465023286,31,0,2006-2008
hog-corn cycl,0,1.1714079901125993,33,0,2006-2008
bayesian random coeffici model,0,1.0970427022126348,38,0,2006-2008
stock effect,0,1.0860732211233346,41,0,2006-2008
adopt and modif,0,1.0634532927367033,43,0,2006-2008
revis methodolog,0,1.0146718289042411,48,0,2006-2008
pseudo-panel approach,0,0.9933571165915446,52,0,2006-2008
rural non-farm employ,0,0.9868153814515825,54,0,2006-2008
essenti fish habitat,0,0.8964214232194397,67,0,2006-2008
oilse rape,0,0.8727457578198355,68,0,2006-2008
fisheri,0,0.8499406096392375,72,0,2006-2008
habitat conserv,0,0.8280297440330855,74,0,2006-2008
cap-and-trade bycatch manag,0,0.6921729378918965,84,0,2006-2008
conting loan,0,0.6469233417976279,93,0,2006-2008
nerica,0,0.6064133747492552,99,0,2006-2008
eu milk quota,0,0.5931964516371687,102,0,2006-2008
ntfps,0,0.5804464228619636,107,0,2006-2008
green barrier,0,0.5787935686382498,109,0,2006-2008
milk quota abolit,0,0.5781691883901774,111,0,2006-2008
earn mobil,0,0.5778755781512978,112,0,2006-2008
intersector partnership,0,0.5734770348980147,114,0,2006-2008
compens standard,0,0.5619522247748013,118,0,2006-2008
farm household effici,0,0.532927472956384,127,0,2006-2008
organ farmer,0,0.5311948650747211,128,0,2006-2008
gdt,0,0.5283272854913325,129,0,2006-2008
food price fluctuat,0,0.5214079766164389,131,0,2006-2008
plant genet resourc,0,0.5087510362969232,134,0,2006-2008
sustain soy,0,0.49548415815188473,140,0,2006-2008
area-yield insur,0,0.48558054650859095,145,0,2006-2008
co-regul,0,0.4736016202063433,155,0,2006-2008
state-conting approach,0,0.473584205959168,157,0,2006-2008
valu of the rural landscap,0,0.4681445182840936,160,0,2006-2008
peasant,0,0.4649576742236533,162,0,2006-2008
low-cost land certif,0,0.45550546274431614,170,0,2006-2008
fluid milk consumpt,0,0.44148204149400483,179,0,2006-2008
secondari town,0,0.44008961544024283,181,0,2006-2008
agricultur hold,0,0.43925688800157925,182,0,2006-2008
deep crisi,0,0.4362205176764154,184,0,2006-2008
soya bean meal price,0,0.4354841233756799,187,0,2006-2008
off-farm labor particip,0,0.4250984010397504,191,0,2006-2008
miconia calvescen,0,0.4237515036192226,194,0,2006-2008
maiz price increas,0,0.42280925242312223,197,0,2006-2008
land-rental market,0,0.41479228218358377,201,0,2006-2008
pearl millet,0,0.41308445596605115,203,0,2006-2008
multi-input multi-output cost function,0,0.4058684126407967,205,0,2006-2008
region aggreg suppli curv,0,0.4058684126407967,206,0,2006-2008
lay system,0,0.40569182611967297,208,0,2006-2008
habitat,0,0.40385601910449603,210,0,2006-2008
zone of oper,0,0.4006754441639378,212,0,2006-2008
habitat damag,0,0.3983220393695194,215,0,2006-2008
eccellenza,0,0.39702256262170255,217,0,2006-2008
spatial decis make,0,0.39693414979755265,218,0,2006-2008
milk quota reform,1,8.59488005829159,1,1,2009-2011
cellulos biofuel feedstock,1,4.005844175477096,2,1,2009-2011
food demand in china,1,3.2214988294505815,7,1,2009-2011
farmer'object,1,1.6174914924427894,18,1,2009-2011
weather-index insur,1,1.481956775775398,25,1,2009-2011
game theori and fisheri,1,1.1427681984139406,34,1,2009-2011
highest posterior densiti estim,1,1.1036068309546283,37,1,2009-2011
eu-wide farm suppli analysi,1,1.0846102732145337,42,1,2009-2011
metapopul,1,1.019949280220708,46,1,2009-2011
revis methodolog,1,1.0146718289042411,47,1,2009-2011
k-shift,1,0.9943273572475928,49,1,2009-2011
villag fund,1,0.9941658314008248,50,1,2009-2011
maiz price increas,1,0.9442172290395612,58,1,2009-2011
farmland rental market,1,0.9328213851345935,61,1,2009-2011
index-base insur,1,0.9248173968882538,62,1,2009-2011
territori use right fisheri(turf),1,0.6947266029950657,82,1,2009-2011
