id,name,depth,time_slice,importance
0,london congest charg,0,2006-2008,71.69053680151902
1,airport congest price,0,2006-2008,6.642815643622122
12,intra-port competit,0,2006-2008,2.996670912021128
13,medium-and longer-distanc travel,0,2006-2008,2.4878082894777305
14,on-street park,0,2006-2008,2.4427969232990496
16,direct petrol price elast,0,2006-2008,2.2119828488923425
23,quay crane schedul,0,2006-2008,1.9810319106439396
37,quantit histori,0,2006-2008,1.5284075541854245
38,doubl cycl,0,2006-2008,1.503966832396478
66,airport,0,2006-2008,1.1106513820824298
68,dual-till,0,2006-2008,1.0961340416506644
71,cruis for park,0,2006-2008,1.0754882858588193
74,extern termin,0,2006-2008,1.0654435575023298
77,cross-dock,0,2006-2008,1.0132464698011565
98,foreign logist firm,0,2006-2008,0.7386791266969592
114,aerotropoli,0,2006-2008,0.6740034291901522
116,mix drive pattern,0,2006-2008,0.668669579152341
118,optim n-step toll scheme,0,2006-2008,0.6678173208675061
120,traffic fatal,0,2006-2008,0.6533377932261863
121,transport disrupt,0,2006-2008,0.652630134012599
124,flextim,0,2006-2008,0.649728203863255
127,variabl toll,0,2006-2008,0.6437626518683613
150,uniti partit theorem,0,2006-2008,0.589862093037958
151,minim acycl,0,2006-2008,0.589862093037958
154,lpg-power vehicl,0,2006-2008,0.588181574254374
163,elev road,0,2006-2008,0.5780861720227136
165,stowag plan,0,2006-2008,0.5724739074627598
185,need-satisfact,0,2006-2008,0.5293634168289367
193,congest toll,0,2006-2008,0.5186138943322768
204,gasolin taxat,0,2006-2008,0.503934451976873
4,halifax,1,2009-2011,4.007401399736021
6,accept of road price,1,2009-2011,3.7774916985813087
7,direct petrol price elast,1,2009-2011,3.7403904030777673
9,block width,1,2009-2011,3.1695973483977453
18,cordon price,1,2009-2011,2.157630773819645
27,congest tax,1,2009-2011,1.8974405922301896
28,parallel genet algorithm,1,2009-2011,1.7905074917948607
34,congest toll incid,1,2009-2011,1.546295179923932
35,peak-period fee,1,2009-2011,1.546295179923932
36,slot trade,1,2009-2011,1.5459050266928354
42,yard crane schedul,1,2009-2011,1.3490614395770808
43,road transport extern,1,2009-2011,1.341155598814865
47,passeng type,1,2009-2011,1.2646618017541142
48,citizen accept,1,2009-2011,1.261632383486237
50,singl bottleneck model,1,2009-2011,1.2464327162827833
57,minim acycl,1,2009-2011,1.179724186075916
64,non-aviat revenu,1,2009-2011,1.1349751815432636
67,driver heterogen,1,2009-2011,1.1034017699713157
85,urban motorway,1,2009-2011,0.9454812096841447
94,duss,1,2009-2011,0.7893355064119967
95,congest fee,1,2009-2011,0.7790484782760728
100,sinai,1,2009-2011,0.7165944474670075
105,resuppli flexibl,1,2009-2011,0.703492955122508
111,knowledg manag enabl,1,2009-2011,0.6840773479750321
123,street central,1,2009-2011,0.6505831908506888
126,bridg traffic,1,2009-2011,0.6437626518683613
130,seaport research,1,2009-2011,0.6380719756420218
132,fleet size and mix vehicl rout problem,1,2009-2011,0.6341977296645583
134,transform rate,1,2009-2011,0.6325114355492809
139,transport disadvantag,1,2009-2011,0.6208802696482292
147,congest premium,1,2009-2011,0.6072109781273096
153,lpgv,1,2009-2011,0.588181574254374
