name,depth,importance,id,new_depth,depth_name
religion,0,11.923532200627143,0,0,2006-2008
re-elect prospect,0,2.754326458824518,5,0,2006-2008
econom right,0,2.266643878978489,10,0,2006-2008
religi divid,0,2.052062296434102,12,0,2006-2008
market justic,0,1.900019149626174,14,0,2006-2008
analyt egalitarian,0,1.7838333013657868,17,0,2006-2008
term limit,0,1.7057529920060195,21,0,2006-2008
delus,0,1.6685400991402268,22,0,2006-2008
forc labor,0,1.547793283486897,24,0,2006-2008
alexand del mar,0,1.4612686730433675,26,0,2006-2008
busi profit,0,1.4308966131299787,28,0,2006-2008
polit geographi,0,1.3779380690206757,30,0,2006-2008
keju,0,1.375875935936195,31,0,2006-2008
counter-terror polici,0,1.32679643975389,33,0,2006-2008
assassin,0,1.278791406723696,35,0,2006-2008
inequ percept,0,1.2469051038691767,38,0,2006-2008
fox news,0,1.2235177123128227,39,0,2006-2008
curs,0,1.2000497760062996,41,0,2006-2008
communiti respons system,0,1.1041292116632047,43,0,2006-2008
collect memori,0,1.0864204385866592,44,0,2006-2008
demand for redistribut,0,1.068020980981191,47,0,2006-2008
elect contest model,0,1.0037837016892994,53,0,2006-2008
sarwar,0,0.961455473304811,59,0,2006-2008
court perform,0,0.923465244198866,64,0,2006-2008
jinshi,0,0.9172506239574633,68,0,2006-2008
woman's suffrag,0,0.843566412272429,73,0,2006-2008
lighthous,0,0.8124453351629207,77,0,2006-2008
law of reflux,0,0.7976169819416912,79,0,2006-2008
honoraria,0,0.7770593891963984,84,0,2006-2008
campaign cost,0,0.7480515402411555,85,0,2006-2008
local rank,0,0.7377667631802929,88,0,2006-2008
sacrific and stigma,0,0.703919972383242,93,0,2006-2008
legislatur size,0,0.6998950418608306,95,0,2006-2008
categor block grant,0,0.675660215661661,98,0,2006-2008
woman's reserv,0,0.6711239924240937,99,0,2006-2008
british navi,0,0.6536146087483619,103,0,2006-2008
mesta,0,0.6461402259375303,105,0,2006-2008
close-end match grant,0,0.6380575991112573,110,0,2006-2008
imperson exchang,0,0.6241962411295522,112,0,2006-2008
econom outcom,0,0.583097252467025,121,0,2006-2008
outsid earn,0,0.5827945418972988,122,0,2006-2008
local newspap,0,0.573093144167158,128,0,2006-2008
villag democraci,0,0.545959804547833,131,0,2006-2008
twentieth-centuri,0,0.5258295715193941,135,0,2006-2008
religi cleavag,0,0.5241736336207959,136,0,2006-2008
candid qualiti,0,0.5219370463731361,137,0,2006-2008
tax structur turbul,0,0.5213427589981952,139,0,2006-2008
public sector effici,0,0.5187835961565435,141,0,2006-2008
corrupt,0,0.5123168869400243,144,0,2006-2008
cooper insur,0,0.508642061183999,147,0,2006-2008
medium captur,0,0.5010150890685908,152,0,2006-2008
evolut of charact trait,0,0.4877232348935303,154,0,2006-2008
cultur,0,0.4694820671462666,156,0,2006-2008
corrodi,0,0.46720403775354247,159,0,2006-2008
express behavior,0,0.46649312120030567,162,0,2006-2008
outsid incom,0,0.46443878469752947,166,0,2006-2008
monetari method,0,0.4553973301906511,174,0,2006-2008
polici competit,0,0.44898116165325713,176,0,2006-2008
cossack,0,0.44332006060397294,182,0,2006-2008
household format rule,0,0.44162347668276386,185,0,2006-2008
extern public financ,0,0.4357163904268964,187,0,2006-2008
palestinian-isra conflict,0,0.4271637605090267,194,0,2006-2008
public choic,0,0.41752693325095747,203,0,2006-2008
alloc of public good,0,0.4120544577243372,212,0,2006-2008
outsid earn,1,4.623217600592875,1,1,2009-2011
religi divid,1,2.5238427968299684,7,1,2009-2011
market justic,1,2.4184599213749376,9,1,2009-2011
bootlegg,1,2.1861121298989343,11,1,2009-2011
ideolog segreg,1,1.431061286255563,27,1,2009-2011
regulatori polit,1,1.413895570561201,29,1,2009-2011
quasimarket,1,1.263762448240017,36,1,2009-2011
demand for redistribut,1,1.068020980981191,46,1,2009-2011
tenur in offic,1,0.9625062369423502,57,1,2009-2011
nnie,1,0.9417258470871382,62,1,2009-2011
wall street meltdown,1,0.9290327965347839,63,1,2009-2011
indirect rule,1,0.9020069968116181,70,1,2009-2011
hate group,1,0.8558474283269716,72,1,2009-2011
elector authoritarian,1,0.7896502480606186,81,1,2009-2011
purgatori,1,0.7816324530823245,83,1,2009-2011
socio-polit conflict,1,0.7432467550636692,86,1,2009-2011
local and global rank,1,0.7377667631802929,87,1,2009-2011
sacrific and stigma,1,0.703919972383242,92,1,2009-2011
espanol,1,0.6986139946820693,96,1,2009-2011
mesta,1,0.6461402259375303,104,1,2009-2011
civic virtu,1,0.6179825458200788,114,1,2009-2011
econom xenophobia,1,0.5850949371402103,119,1,2009-2011
