id,name,depth,time_slice,importance
0,exclus deal,0,2006-2008,7.856786563607136
1,file-share,0,2006-2008,5.08445871811881
2,medigap,0,2006-2008,4.485693461756392
3,multihom,0,2006-2008,3.2977544652326607
4,differenti mix oligopoli,0,2006-2008,3.0548540035603398
9,piraci,0,2006-2008,1.9900043303303696
10,mix oligopoli,0,2006-2008,1.9874289913901997
24,report card,0,2006-2008,1.2267196850790016
26,outlier payment,0,2006-2008,1.1947037120719823
31,partial cross ownership,0,2006-2008,1.1144656562312096
32,ziedoni,0,2006-2008,1.1099851684341155
38,specialti hospit,0,2006-2008,1.0589758998572905
40,price-match guarante,0,2006-2008,1.0474728192097222
41,softwar patent,0,2006-2008,1.0271626919598615
43,rpm,0,2006-2008,1.0088652210771305
47,tacit collus,0,2006-2008,0.9536098639221484
56,ad-valorem,0,2006-2008,0.8885096441098058
57,public firm,0,2006-2008,0.8838685195650635
64,maximum-revenu tariff,0,2006-2008,0.8393702895119314
75,privat medic insur,0,2006-2008,0.7390027093771214
77,piraci rate,0,2006-2008,0.7258032315344775
80,dynam resiz,0,2006-2008,0.6955920908466484
85,oblivi equilibrium,0,2006-2008,0.6822898956631807
88,lysin,0,2006-2008,0.6554380266700575
89,optimum-welfar tariff,0,2006-2008,0.6458898459305201
90,broadcast competit,0,2006-2008,0.640889686199881
98,sso,0,2006-2008,0.601797031869414
99,commod price specul,0,2006-2008,0.5954091008560116
101,part d,0,2006-2008,0.5938482103224273
107,copyright protect,0,2006-2008,0.5522753214993428
108,brand name effect,0,2006-2008,0.5484837344576213
109,posit auction,0,2006-2008,0.5475953032921719
112,bertrand duopoli,0,2006-2008,0.528685533219827
115,vertic divestitur,0,2006-2008,0.5251128176752817
116,price guarante,0,2006-2008,0.5201079581560628
124,pdlas,0,2006-2008,0.4956897435700208
125,prediscoveri licens,0,2006-2008,0.4956897435700208
126,movi theater,0,2006-2008,0.4925450922744027
133,collus,0,2006-2008,0.48197727609041696
135,hour fee,0,2006-2008,0.47545151942198227
136,storabl good,0,2006-2008,0.4708404783114185
139,slot fee,0,2006-2008,0.4619370915814987
146,sneaki takeov,0,2006-2008,0.4545315829041017
147,cartel,0,2006-2008,0.448395775084332
148,product custom,0,2006-2008,0.4467522844813009
151,fund hold,0,2006-2008,0.43857014595237176
154,busi-steal,0,2006-2008,0.4323975969738742
155,access price regul,0,2006-2008,0.4273058637291472
156,patient-obtain medic inform,0,2006-2008,0.42714151564817643
158,advertis,0,2006-2008,0.4222892978743484
159,entri,0,2006-2008,0.4215617506643864
161,edgeworth cycl,0,2006-2008,0.4202791747527046
162,pctc,0,2006-2008,0.4187406233355397
164,(passiv) partial ownership,0,2006-2008,0.41443819318968383
167,lodg,0,2006-2008,0.40954687073825047
169,amnesti plus,0,2006-2008,0.40537656088866075
171,spoke model,0,2006-2008,0.40510841534195724
175,surgeri rate,0,2006-2008,0.40134974019322023
177,intern price discrimin,0,2006-2008,0.3986027544895946
179,pdufa,0,2006-2008,0.3977548976105997
184,competit bottleneck,0,2006-2008,0.3877960500537753
186,condit fee,0,2006-2008,0.38598508612839777
190,download,0,2006-2008,0.38330745920323295
192,congest-reduc invest,0,2006-2008,0.38329040144820964
200,pseudo-generic,0,2006-2008,0.376756763951132
202,valu-base cost share,0,2006-2008,0.3760505146872227
203,entri prevent,0,2006-2008,0.3753667864787006
206,access charg,0,2006-2008,0.3719732176127999
211,interchang fee,0,2006-2008,0.3685886801416123
215,privat firm,0,2006-2008,0.3641223296277034
218,parallel trade,0,2006-2008,0.3624474073748284
7,free-entri market,1,2009-2011,2.1386827471372785
15,ziedoni,1,2009-2011,1.7117822003035297
16,bundl of right,1,2009-2011,1.6717678779861966
17,ad-avoid,1,2009-2011,1.6501521322307717
18,state-own public enterpris,1,2009-2011,1.6201222867468363
21,introductori offer,1,2009-2011,1.3873386741567706
22,monopoli undersuppli,1,2009-2011,1.2574254497511759
23,surgeri rate,1,2009-2011,1.2372947737278985
33,ad valorem royalti,1,2009-2011,1.1083423655856903
35,forchheim,1,2009-2011,1.0911085403575789
46,gasolin inventori,1,2009-2011,0.9599072162572921
59,music distribut,1,2009-2011,0.8789701183662655
61,histori-base price,1,2009-2011,0.8774577362636183
70,partial ownership arrang,1,2009-2011,0.7729358583539034
82,lift zonoid,1,2009-2011,0.6912446402788569
91,must-take card,1,2009-2011,0.6346418715770737
92,guarante time limit,1,2009-2011,0.6252853350112254
93,patient's medic care use,1,2009-2011,0.619825434067983
95,dynam social welfar,1,2009-2011,0.6126475850726496
100,benefit design,1,2009-2011,0.5938482103224273
102,cne,1,2009-2011,0.592270875911889
111,journalist qualiti,1,2009-2011,0.5432378939801725
113,cellular telephoni,1,2009-2011,0.5270779174298319
114,bottleneck monopoli,1,2009-2011,0.5251128176752817
119,risk verif,1,2009-2011,0.5104575805136176
131,obsolesc technolog,1,2009-2011,0.48630276200522604
132,internet interconnect,1,2009-2011,0.48370339821447494
134,case prepar,1,2009-2011,0.47545151942198227
143,artist creation,1,2009-2011,0.4580875098047089
145,hidden competit,1,2009-2011,0.4569422910301972
150,endogen access price,1,2009-2011,0.44193292745605917
152,patient's ex-ant health status,1,2009-2011,0.43756905023233583
163,patent thicket,1,2009-2011,0.41451510688721194
176,franchis law,1,2009-2011,0.3986027544895946
182,dual licens,1,2009-2011,0.39678045460127837
185,legal expens insur,1,2009-2011,0.38598508612839777
188,drm-free,1,2009-2011,0.38396971328723234
193,anticompetit exclus,1,2009-2011,0.38282870689878457
195,entri invok,1,2009-2011,0.38062635059602745
205,facil-base competit,1,2009-2011,0.3719732176127999
207,wholesal price discrimin,1,2009-2011,0.37181624076549386
209,tourist test,1,2009-2011,0.3700823008263776
