name,depth,importance,id,new_depth,depth_name
teacher perform pay,0,22.519990904847944,0,0,2006-2008
unilater divorc law,0,14.774618927413728,1,0,2006-2008
divorc rate,0,8.553537916461327,2,0,2006-2008
invalid instrument,0,5.857099501762153,5,0,2006-2008
individu percept,0,3.445992389180252,17,0,2006-2008
adult literaci program,0,1.849321082292882,32,0,2006-2008
cooper learn,0,1.664898822842341,42,0,2006-2008
asset divis,0,1.6127374977536373,44,0,2006-2008
youth servic,0,1.1274662839652108,69,0,2006-2008
fertil outcom,0,1.0476164788635522,77,0,2006-2008
biraci birth,0,0.9936990977320502,80,0,2006-2008
femal colleg enrol rate,0,0.9275836579456467,85,0,2006-2008
affirm action,0,0.906012222345724,87,0,2006-2008
job corp,0,0.863092715214204,90,0,2006-2008
arsenic,0,0.8467769301804151,94,0,2006-2008
student learn outcom,0,0.8404568101157349,96,0,2006-2008
gender achiev gap,0,0.8397648994712202,98,0,2006-2008
patreon,0,0.8190338664232019,101,0,2006-2008
sibship size,0,0.7749283691183676,107,0,2006-2008
dibao program,0,0.7608638515889493,109,0,2006-2008
racial toler,0,0.7516441893101405,112,0,2006-2008
child nutrit,0,0.7270697007363917,116,0,2006-2008
child safeti seat,0,0.7254774580690448,120,0,2006-2008
cannabi use,0,0.7118795053790519,125,0,2006-2008
youth violenc,0,0.702627680149312,126,0,2006-2008
return to woman's educ,0,0.6575276562652687,135,0,2006-2008
illicit drug,0,0.6574948239652418,137,0,2006-2008
locus-of-control,0,0.6516860277114978,139,0,2006-2008
teacher'incent,0,0.6505722630434161,141,0,2006-2008
low birth weight,0,0.6399288185507747,144,0,2006-2008
collid bias,0,0.6345387798801289,147,0,2006-2008
pellagra,0,0.6297678116103534,149,0,2006-2008
unilater divorc,0,0.6170921458048684,153,0,2006-2008
gun polici,0,0.6140648514932414,158,0,2006-2008
incom score,0,0.6053392383554104,162,0,2006-2008
tech-prep,0,0.6021508866429155,166,0,2006-2008
anticip labor forc particip,0,0.5970653430454738,170,0,2006-2008
relat work hour,0,0.5970653430454738,171,0,2006-2008
woman's colleg attend,0,0.5970653430454738,172,0,2006-2008
incarcer,0,0.5937669690227225,174,0,2006-2008
summer melt,0,0.5910096351972092,178,0,2006-2008
pdii,0,0.5677014737153685,187,0,2006-2008
charter school,0,0.5560593143222521,190,0,2006-2008
weak instrument,0,0.5549363252171023,192,0,2006-2008
child support,0,0.5544038489993208,194,0,2006-2008
general correl coeffici,0,0.5311794148283498,209,0,2006-2008
sexual orient,0,0.521980220299367,218,0,2006-2008
cannabi,0,0.5219261247929136,219,0,2006-2008
colleg qualiti,0,0.5211689237674414,221,0,2006-2008
earli childhood care,0,0.5122963540449383,223,0,2006-2008
metastatist,1,7.553112166949461,4,1,2009-2011
rfes,1,4.548234170699345,7,1,2009-2011
aefa,1,2.78299808387944,19,1,2009-2011
reweight estim,1,2.2760455302971314,24,1,2009-2011
adult literaci program,1,1.849321082292882,31,1,2009-2011
mendelian random,1,1.7621174937713302,37,1,2009-2011
hc standard error,1,1.720431104694044,39,1,2009-2011
j-pal,1,1.5814241310518706,46,1,2009-2011
btrs,1,1.3840232435948663,53,1,2009-2011
satta,1,1.3301769883085948,56,1,2009-2011
watta,1,1.3301769883085948,57,1,2009-2011
linear heteroskedast,1,1.2588520278249105,62,1,2009-2011
consanguin,1,1.2376771291701505,64,1,2009-2011
elit high school,1,1.1219841789566691,72,1,2009-2011
cigarett quit,1,0.9762849900533669,82,1,2009-2011
femal colleg enrol rate,1,0.9275836579456467,84,1,2009-2011
matern job loss,1,0.8896642263734448,88,1,2009-2011
arsenic mitig,1,0.8467769301804151,93,1,2009-2011
gender achiev gap,1,0.8397648994712202,97,1,2009-2011
weight method of moment,1,0.8074717552336534,103,1,2009-2011
pecuniari crime,1,0.7784103867069826,105,1,2009-2011
mlsa,1,0.7608638515889493,108,1,2009-2011
marit stabil,1,0.7184017773623876,124,1,2009-2011
phps,1,0.6710240495014691,131,1,2009-2011
privat school competit,1,0.6578846496206832,133,1,2009-2011
mahogani,1,0.6574948239652418,136,1,2009-2011
marriag hazard,1,0.641667379463662,142,1,2009-2011
school-entri age,1,0.6160057727200113,154,1,2009-2011
classroom behavior,1,0.6156627004052205,155,1,2009-2011
tax-base aid,1,0.6104727377085922,160,1,2009-2011
menstrual problem,1,0.6052042080914141,164,1,2009-2011
cathol share,1,0.5769679269107986,181,1,2009-2011
fourier deconvolut,1,0.556688030794683,189,1,2009-2011
mosso,1,0.5553759974855901,191,1,2009-2011
