name,depth,importance,id,new_depth,depth_name
megan's law,0,19.52556654841862,0,0,2006-2008
crime risk,0,9.162394918811865,2,0,2006-2008
advanc produc servic,0,5.7717781689555565,4,0,2006-2008
unrel varieti,0,5.2488345792157105,6,0,2006-2008
rent-price ratio,0,3.3824778482973663,12,0,2006-2008
catch-up strategi,0,2.926404410225488,14,0,2006-2008
jacob'extern,0,2.37693829315328,23,0,2006-2008
nascent entrepreneurship,0,1.9317625139377121,27,0,2006-2008
dual agenc,0,1.539695746590152,36,0,2006-2008
central citi,0,1.2120954018135779,44,0,2006-2008
surplus monetari liquid,0,1.1730212077459392,48,0,2006-2008
sprawl,0,1.1473668105461385,53,0,2006-2008
central agglomer,0,1.1093231299512625,54,0,2006-2008
relat varieti,0,1.0991794769387708,56,0,2006-2008
entrepreneuri aspir,0,1.059578086608195,58,0,2006-2008
sex offend,0,1.0443961106041046,61,0,2006-2008
condominium market,0,1.0310340652491468,63,0,2006-2008
list contract,0,1.0001207397080525,65,0,2006-2008
object 1 region,0,0.8589220443537673,72,0,2006-2008
hugo boss,0,0.7757813594479354,77,0,2006-2008
consum co-creation,0,0.6356707468592432,98,0,2006-2008
interregion benchmark,0,0.5708342835851206,109,0,2006-2008
interst highway system,0,0.5553388611798058,114,0,2006-2008
spatial weight structur,0,0.5442488826166121,123,0,2006-2008
host economi impact,0,0.5426716194639227,126,0,2006-2008
latecom,0,0.5270917529314656,137,0,2006-2008
retail internation,0,0.5199903194499959,142,0,2006-2008
creativ class,0,0.5130506393589226,146,0,2006-2008
multi-scalar region,0,0.5092849715802055,148,0,2006-2008
geograph local,0,0.5076230305280802,151,0,2006-2008
formal busi network,0,0.48632438956650703,160,0,2006-2008
growth aspir,0,0.4862607980740167,161,0,2006-2008
entrepreneuri role,0,0.4799228080014559,165,0,2006-2008
vacat home,0,0.4697827647030807,174,0,2006-2008
european union region polici,0,0.466710637600645,177,0,2006-2008
coagglomer,0,0.46618760607584364,179,0,2006-2008
core labor standard(cls),0,0.4656097624890329,181,0,2006-2008
platform polici,1,5.318958427193145,5,1,2009-2011
differenti knowledg basi,1,4.849782948266666,7,1,2009-2011
retail tncs,1,2.4325716282207477,19,1,2009-2011
spread-backwash,1,2.4230816181983434,20,1,2009-2011
seru seisan,1,1.917508351980978,28,1,2009-2011
sudden oak death,1,1.4902178340556644,37,1,2009-2011
street vise,1,1.367282245090844,39,1,2009-2011
daegu,1,1.1866839955456383,45,1,2009-2011
ventur firm,1,1.166815667707062,49,1,2009-2011
strateg coupl,1,0.961548055123864,66,1,2009-2011
percentag commiss contract,1,0.9604533415660149,67,1,2009-2011
knowledg spillov theori of entrepreneurship(kste),1,0.939497737817713,69,1,2009-2011
