id,name,depth,time_slice,importance
1,moora method,0,2006-2008,4.855629765820617
8,sustain construct,0,2006-2008,2.723610584562369
9,hodg-lehmann rule,0,2006-2008,2.5707752899214498
16,dimensionless measur,0,2006-2008,1.8748165576589968
24,refer point method,0,2006-2008,1.3722137681352349
27,moora,0,2006-2008,1.3108363053635221
29,post-mortem analysi,0,2006-2008,1.228959056992674
36,cross-cultur manag,0,2006-2008,0.9260035375080982
37,divers manag problem,0,2006-2008,0.9216595203718092
52,urolog intervent,0,2006-2008,0.7660546662830623
61,sugeno integr,0,2006-2008,0.6811090883686098
65,crm strategi,0,2006-2008,0.648476714303514
68,global challeng,0,2006-2008,0.6428297461633139
72,weight divers measur of order alpha and type beta of guiasu,0,2006-2008,0.6144396802478728
74,knowledg worker's migrat,0,2006-2008,0.6046364304979921
81,consum vulner,0,2006-2008,0.4838266910533218
95,retail store chain,0,2006-2008,0.3925216422665068
101,ecolog educ,0,2006-2008,0.3856907879260794
117,busi valuat,0,2006-2008,0.3657776796105541
121,loyalti program,0,2006-2008,0.35093969903353206
128,arab region,0,2006-2008,0.33572628813816185
134,econom recept,0,2006-2008,0.32596353363806346
155,unifi social,0,2006-2008,0.30110729514496987
156,multicriteria method,0,2006-2008,0.30028382966674977
159,organiz commit(oc),0,2006-2008,0.29318494444880144
0,triangular intuitionist fuzzi number,1,2009-2011,7.92157665721303
2,saper,1,2009-2011,3.935583838248629
3,edmunda,1,2009-2011,3.4329841268712484
4,kazimiera,1,2009-2011,3.4329841268712484
6,zavadska,1,2009-2011,3.1123210410595616
12,agricultur informat,1,2009-2011,2.211567417759314
14,multimoora,1,2009-2011,2.1044394775173862
19,intuitionist fuzzi valu,1,2009-2011,1.7177703296686722
20,micro and macroenviron,1,2009-2011,1.6647453313523923
23,fuzzi gara,1,2009-2011,1.4532465034552267
31,interv vagu set,1,2009-2011,1.1677417755364483
32,topsi(techniqu for order prefer by similar to ideal solut) method,1,2009-2011,1.1328098791164907
33,electron busi model,1,2009-2011,1.1267813929440358
34,relationship effort,1,2009-2011,1.1006776654101476
38,full multipl form,1,2009-2011,0.8965583972255802
39,select of human resourc,1,2009-2011,0.8593068787221109
45,integr project manag,1,2009-2011,0.8195404648357154
48,owa oper,1,2009-2011,0.7952311916879569
49,gaspard,1,2009-2011,0.7680496003098409
50,principl of maximum divers(pmd) of guiasu and guiasu,1,2009-2011,0.7680496003098409
60,mopi,1,2009-2011,0.6811090883686098
75,organiz imag,1,2009-2011,0.6028067155352377
80,consum guilt,1,2009-2011,0.4838266910533218
88,pseudodist,1,2009-2011,0.4321818713192013
90,e-commerc adopt,1,2009-2011,0.4285631573226932
93,optim probabl distribut,1,2009-2011,0.40812959058614473
100,entrepreneurship index,1,2009-2011,0.3856907879260794
103,manag best practic,1,2009-2011,0.3848520283905484
108,it best practic,1,2009-2011,0.37338766361236203
110,servic qualiti gap,1,2009-2011,0.37140297937859057
112,caus relat market(crm),1,2009-2011,0.3713362210826128
116,anti-competit strategi,1,2009-2011,0.3657776796105541
120,oper variabl job schedul,1,2009-2011,0.3610332722188021
124,backpropag algorithm,1,2009-2011,0.3464924182880313
127,global cosmet industri,1,2009-2011,0.3400835445995077
